,SPI Index,SMIMC Index,SMCI Index,SPIEX Index,SPI20 Index
1999-11-30,4877.5,917.83,4514.19,926.97,7399.7
1999-12-01,4921.24,917.72,4507.61,926.3,7478.4
1999-12-02,4934.12,924.22,4545.06,934.38,7485.3
1999-12-03,4973.86,930.42,4570.71,939.96,7547.3
1999-12-06,4918.54,930.92,4585.62,945.18,7441.3
1999-12-07,4891.99,923.59,4560.64,939.63,7406.1
1999-12-08,4851.67,922.88,4550.27,937.88,7336.5
1999-12-09,4859.09,934.76,4578.77,944.74,7342.8
1999-12-10,4836.3,932.94,4576.0,945.33,7299.7
1999-12-13,4842.26,936.14,4594.89,950.54,7292.7
1999-12-14,4850.8,936.14,4596.05,951.85,7308.3
1999-12-15,4814.2,929.2,4573.55,944.67,7247.8
1999-12-16,4858.66,938.09,4616.35,952.22,7317.4
1999-12-17,4881.63,943.31,4635.6,957.88,7351.3
1999-12-20,4909.78,952.48,4669.36,966.41,7389.7
1999-12-21,4860.59,952.45,4671.49,965.64,7301.4
1999-12-22,4869.88,969.89,4713.53,975.46,7300.9
1999-12-23,4930.38,982.6,4750.91,983.75,7397.2
1999-12-24,4930.38,982.6,4750.91,983.75,7397.2
1999-12-27,4937.51,981.99,4744.24,983.35,7413.3
1999-12-28,4953.89,986.81,4757.86,985.88,7447.2
1999-12-29,4977.18,997.03,4790.37,994.59,7488.7
1999-12-30,5022.86,1000.0,4812.13,1000.0,7570.1
1999-12-31,5022.86,1000.0,4812.13,1000.0,7570.1
2000-01-03,5022.86,1000.0,4812.13,1000.0,7570.1
2000-01-04,4853.06,992.01,4762.55,989.95,7268.1
2000-01-05,4802.81,979.43,4732.95,980.2,7181.3
2000-01-06,4861.37,988.0,4790.41,989.29,7280.6
2000-01-07,4971.8,1007.49,4871.37,1006.64,7448.0
2000-01-10,4982.29,1027.17,4923.12,1021.67,7452.8
2000-01-11,4968.49,1030.98,4941.6,1027.34,7420.1
2000-01-12,4977.76,1035.89,4953.6,1030.77,7440.2
2000-01-13,4985.22,1050.23,5004.26,1041.98,7436.9
2000-01-14,5042.25,1072.93,5086.29,1057.95,7513.9
2000-01-17,5047.21,1072.89,5117.43,1066.43,7507.0
2000-01-18,4972.39,1056.72,5070.97,1058.8,7384.1
2000-01-19,4948.53,1052.07,5083.51,1057.53,7336.8
2000-01-20,4902.95,1061.52,5091.7,1060.11,7251.2
2000-01-21,4902.42,1076.68,5130.57,1071.03,7236.0
2000-01-24,4841.11,1089.56,5166.22,1081.59,7127.9
2000-01-25,4755.05,1091.13,5135.88,1078.0,6954.8
2000-01-26,4771.43,1120.73,5226.66,1097.74,6963.6
2000-01-27,4853.21,1124.96,5248.97,1101.76,7113.4
2000-01-28,4804.86,1128.7,5257.88,1103.2,7029.6
2000-01-31,4717.22,1105.74,5176.44,1086.55,6894.7
2000-02-01,4791.86,1114.66,5199.98,1094.29,7025.2
2000-02-02,4827.56,1116.12,5215.17,1098.15,7097.4
2000-02-03,4887.15,1130.87,5268.24,1108.95,7182.9
2000-02-04,4869.56,1154.46,5326.95,1126.05,7148.7
2000-02-07,4859.41,1160.92,5346.65,1133.72,7131.3
2000-02-08,4867.8,1165.16,5402.11,1142.85,7130.9
2000-02-09,4807.2,1153.88,5382.5,1142.98,7031.7
2000-02-10,4781.58,1138.59,5337.23,1132.01,6998.0
2000-02-11,4778.65,1166.58,5393.39,1146.72,6973.4
2000-02-14,4754.87,1176.23,5403.5,1152.58,6921.7
2000-02-15,4686.02,1172.94,5377.16,1144.01,6806.4
2000-02-16,4747.6,1168.75,5375.97,1139.82,6933.3
2000-02-17,4799.34,1166.79,5383.88,1142.15,7029.4
2000-02-18,4824.66,1200.34,5484.75,1160.25,7047.0
2000-02-21,4772.78,1190.09,5447.2,1152.52,6962.7
2000-02-22,4811.57,1199.67,5489.8,1159.63,7037.5
2000-02-23,4848.03,1203.02,5510.8,1168.81,7091.7
2000-02-24,4832.86,1217.14,5573.4,1181.31,7043.8
2000-02-25,4803.76,1235.79,5627.91,1191.38,6989.1
2000-02-28,4758.93,1217.02,5571.53,1180.7,6917.8
2000-02-29,4750.92,1214.53,5565.76,1185.29,6910.1
2000-03-01,4798.53,1242.81,5675.41,1207.37,6959.1
2000-03-02,4860.84,1261.23,5731.41,1225.05,7052.4
2000-03-03,4850.61,1270.03,5754.56,1231.62,7025.3
2000-03-06,4904.67,1315.59,5880.26,1254.85,7087.7
2000-03-07,4883.14,1314.41,5876.79,1252.99,7050.2
2000-03-08,4805.12,1273.87,5747.72,1227.19,6945.5
2000-03-09,4787.45,1311.44,5803.76,1238.63,6902.0
2000-03-10,4793.21,1316.59,5850.46,1249.01,6907.9
2000-03-13,4693.71,1272.4,5694.65,1213.98,6781.4
2000-03-14,4738.34,1286.76,5762.39,1228.3,6838.2
2000-03-15,4725.83,1242.24,5637.15,1199.48,6856.3
2000-03-16,4871.47,1238.83,5617.12,1189.72,7131.5
2000-03-17,4866.28,1254.27,5665.41,1200.33,7100.6
2000-03-20,4922.66,1298.39,5801.58,1229.43,7166.9
2000-03-21,4959.52,1265.69,5695.62,1205.73,7266.3
2000-03-22,5033.5,1271.45,5714.21,1205.66,7388.2
2000-03-23,5032.77,1279.44,5729.35,1208.28,7360.2
2000-03-24,5083.49,1298.35,5768.07,1218.08,7440.4
2000-03-27,5047.49,1295.26,5781.7,1220.82,7366.0
2000-03-28,5054.27,1303.17,5799.96,1223.54,7372.1
2000-03-29,5073.5,1306.84,5831.68,1230.03,7401.5
2000-03-30,5049.04,1282.09,5749.79,1214.33,7382.8
2000-03-31,5075.78,1295.82,5780.81,1221.5,7428.1
2000-04-03,5116.34,1285.8,5777.68,1216.63,7522.8
2000-04-04,5141.02,1252.99,5678.36,1191.28,7606.4
2000-04-05,5057.3,1206.97,5537.51,1160.35,7490.4
2000-04-06,5065.52,1241.39,5648.34,1184.79,7476.1
2000-04-07,5064.3,1272.63,5738.33,1205.24,7450.8
2000-04-10,5049.73,1290.18,5774.59,1213.75,7410.7
2000-04-11,5074.53,1261.82,5712.3,1199.42,7471.5
2000-04-12,5115.68,1259.93,5714.85,1199.21,7550.6
2000-04-13,5117.4,1229.11,5625.7,1177.83,7581.3
2000-04-14,5060.67,1211.47,5576.83,1169.34,7494.4
2000-04-17,4970.05,1183.48,5469.06,1148.67,7329.6
2000-04-18,4988.74,1201.03,5540.08,1167.2,7340.2
2000-04-19,5003.16,1216.33,5571.28,1174.3,7354.1
2000-04-20,5013.79,1219.92,5606.25,1179.4,7371.1
2000-04-21,5013.79,1219.92,5606.25,1179.4,7371.1
2000-04-24,5013.79,1219.92,5606.25,1179.4,7371.1
2000-04-25,5052.1,1222.58,5605.19,1179.12,7433.2
2000-04-26,5078.69,1245.03,5670.75,1192.91,7437.8
2000-04-27,5054.14,1227.65,5630.17,1185.4,7400.8
2000-04-28,5062.73,1235.72,5661.56,1196.3,7406.2
2000-05-01,5062.73,1235.72,5661.56,1196.3,7406.2
2000-05-02,5148.17,1254.6,5739.3,1212.58,7527.0
2000-05-03,5139.62,1265.39,5758.99,1215.8,7496.7
2000-05-04,5133.56,1255.88,5728.97,1209.99,7499.9
2000-05-05,5129.34,1253.41,5722.42,1209.32,7499.4
2000-05-08,5145.7,1264.66,5744.48,1213.21,7521.3
2000-05-09,5181.95,1264.04,5735.21,1208.37,7595.4
2000-05-10,5157.6,1249.14,5665.55,1193.89,7587.5
2000-05-11,5241.77,1264.64,5745.13,1206.48,7706.9
2000-05-12,5265.97,1266.27,5768.32,1211.04,7736.7
2000-05-15,5257.22,1266.33,5772.47,1212.38,7722.9
2000-05-16,5287.21,1275.39,5808.68,1220.89,7768.0
2000-05-17,5263.87,1270.25,5784.27,1217.35,7728.7
2000-05-18,5300.78,1286.01,5829.69,1225.82,7795.6
2000-05-19,5253.56,1267.62,5747.42,1209.18,7718.7
2000-05-22,5237.43,1250.9,5696.15,1193.97,7711.7
2000-05-23,5297.42,1262.78,5738.42,1200.45,7825.7
2000-05-24,5297.11,1249.56,5692.03,1186.89,7846.1
2000-05-25,5347.58,1247.42,5695.26,1188.71,7938.3
2000-05-26,5281.56,1241.95,5676.55,1184.73,7821.7
2000-05-29,5297.52,1253.92,5709.17,1190.92,7846.8
2000-05-30,5251.29,1255.07,5723.52,1194.56,7754.3
2000-05-31,5269.66,1269.46,5766.57,1205.28,7754.0
2000-06-01,5269.66,1269.46,5766.57,1205.28,7754.0
2000-06-02,5346.03,1301.07,5867.0,1227.86,7841.6
2000-06-05,5321.05,1310.06,5878.43,1230.79,7791.1
2000-06-06,5295.42,1316.93,5882.85,1231.55,7746.6
2000-06-07,5330.17,1311.81,5883.9,1231.5,7797.9
2000-06-08,5341.11,1321.75,5891.19,1236.74,7809.8
2000-06-09,5336.14,1328.54,5912.32,1240.41,7796.8
2000-06-12,5336.14,1328.54,5912.32,1240.41,7796.8
2000-06-13,5334.84,1321.01,5891.07,1234.34,7817.1
2000-06-14,5370.99,1317.46,5892.33,1233.31,7888.1
2000-06-15,5333.66,1306.7,5863.24,1228.29,7827.9
2000-06-16,5345.88,1319.37,5895.04,1234.64,7845.6
2000-06-19,5314.28,1313.57,5873.27,1231.55,7794.6
2000-06-20,5320.89,1321.39,5898.66,1237.66,7796.6
2000-06-21,5295.97,1303.7,5853.91,1230.93,7760.2
2000-06-22,5235.29,1292.42,5828.14,1225.09,7664.4
2000-06-23,5238.37,1272.35,5790.0,1217.5,7677.0
2000-06-26,5241.37,1277.89,5812.0,1220.44,7686.1
2000-06-27,5242.17,1278.42,5803.85,1221.28,7691.8
2000-06-28,5264.54,1281.79,5815.31,1224.18,7727.8
2000-06-29,5253.98,1273.93,5781.31,1218.81,7710.5
2000-06-30,5293.34,1285.19,5839.17,1231.91,7761.6
2000-07-03,5318.93,1291.03,5865.18,1238.32,7789.7
2000-07-04,5351.49,1310.89,5922.59,1250.54,7828.7
2000-07-05,5382.58,1311.99,5943.26,1255.21,7866.7
2000-07-06,5413.23,1320.62,5968.87,1259.23,7911.7
2000-07-07,5423.0,1357.77,6051.69,1278.47,7903.7
2000-07-10,5435.26,1386.16,6118.14,1292.23,7911.1
2000-07-11,5446.01,1387.05,6120.91,1293.06,7927.3
2000-07-12,5431.35,1380.27,6117.31,1291.44,7895.2
2000-07-13,5471.54,1398.82,6179.44,1302.22,7951.7
2000-07-14,5464.9,1396.52,6198.09,1305.1,7938.9
2000-07-17,5450.09,1391.78,6203.84,1303.79,7903.2
2000-07-18,5433.73,1398.14,6220.32,1306.46,7896.2
2000-07-19,5454.34,1407.12,6246.95,1311.67,7933.5
2000-07-20,5463.87,1407.91,6254.62,1316.09,7946.7
2000-07-21,5448.21,1420.78,6283.58,1323.94,7900.4
2000-07-24,5505.41,1410.02,6271.64,1321.49,8009.2
2000-07-25,5505.25,1409.63,6259.94,1317.2,8014.7
2000-07-26,5495.93,1395.68,6236.93,1311.46,8005.4
2000-07-27,5490.74,1407.97,6249.31,1312.93,7992.6
2000-07-28,5489.64,1410.24,6241.29,1312.16,7997.8
2000-07-31,5504.14,1413.42,6252.86,1315.25,8023.2
2000-08-01,5504.14,1413.42,6252.86,1315.25,8023.2
2000-08-02,5585.35,1440.51,6311.97,1325.96,8151.2
2000-08-03,5575.78,1423.0,6259.49,1315.6,8137.7
2000-08-04,5580.18,1444.22,6327.68,1331.45,8119.6
2000-08-07,5655.54,1440.65,6339.97,1333.75,8251.0
2000-08-08,5653.38,1441.99,6334.37,1334.38,8253.4
2000-08-09,5658.87,1460.69,6396.51,1346.9,8245.7
2000-08-10,5639.88,1469.33,6413.62,1349.78,8202.8
2000-08-11,5655.71,1467.78,6395.55,1348.71,8236.2
2000-08-14,5690.01,1495.13,6471.84,1363.28,8273.1
2000-08-15,5687.15,1516.51,6526.93,1375.97,8250.1
2000-08-16,5730.99,1522.82,6569.37,1385.1,8318.4
2000-08-17,5689.41,1508.62,6537.54,1379.88,8260.8
2000-08-18,5686.91,1518.81,6564.74,1388.07,8251.9
2000-08-21,5713.61,1523.15,6592.7,1394.33,8289.8
2000-08-22,5739.89,1536.87,6631.54,1402.69,8317.4
2000-08-23,5770.05,1536.7,6620.78,1400.43,8377.0
2000-08-24,5758.82,1544.08,6635.03,1405.65,8349.5
2000-08-25,5736.29,1546.51,6636.46,1404.68,8311.7
2000-08-28,5753.37,1563.2,6661.04,1409.39,8338.3
2000-08-29,5704.34,1547.81,6623.02,1403.46,8257.3
2000-08-30,5676.34,1521.09,6570.07,1393.08,8220.0
2000-08-31,5681.82,1537.99,6638.1,1403.28,8219.9
2000-09-01,5690.66,1536.93,6644.25,1408.08,8234.9
2000-09-04,5673.55,1541.01,6661.77,1413.72,8193.5
2000-09-05,5662.85,1551.58,6662.96,1414.52,8168.8
2000-09-06,5641.44,1555.48,6665.06,1415.06,8129.5
2000-09-07,5644.45,1553.93,6668.21,1413.05,8137.2
2000-09-08,5625.33,1561.41,6693.82,1417.46,8088.1
2000-09-11,5625.34,1551.85,6661.25,1411.09,8095.2
2000-09-12,5586.63,1548.18,6631.6,1404.94,8037.1
2000-09-13,5579.74,1540.16,6607.1,1400.98,8032.4
2000-09-14,5565.31,1547.76,6628.25,1407.24,8002.6
2000-09-15,5573.87,1547.44,6643.59,1409.34,8014.4
2000-09-18,5524.6,1539.24,6607.81,1404.91,7935.9
2000-09-19,5483.78,1520.44,6517.08,1387.77,7872.2
2000-09-20,5459.6,1511.82,6492.3,1383.11,7831.8
2000-09-21,5466.14,1496.04,6435.17,1370.44,7865.8
2000-09-22,5511.47,1459.83,6323.78,1347.98,7976.6
2000-09-25,5550.31,1493.56,6417.4,1369.63,8016.3
2000-09-26,5518.53,1491.88,6408.28,1367.09,7966.2
2000-09-27,5514.37,1499.97,6444.77,1378.36,7942.4
2000-09-28,5520.03,1516.62,6491.84,1391.36,7933.9
2000-09-29,5423.6,1547.73,6573.96,1416.96,7713.3
2000-10-02,5526.35,1532.27,6595.92,1415.04,7889.9
2000-10-03,5572.97,1536.32,6629.04,1419.76,7949.6
2000-10-04,5566.71,1531.55,6576.51,1410.85,7945.6
2000-10-05,5578.45,1533.15,6578.01,1411.19,7966.8
2000-10-06,5549.83,1524.52,6541.67,1406.53,7920.2
2000-10-09,5441.5,1492.82,6392.34,1385.58,7756.3
2000-10-10,5478.84,1503.81,6409.84,1385.35,7812.6
2000-10-11,5375.42,1460.01,6247.72,1359.59,7665.4
2000-10-12,5393.8,1459.93,6263.68,1358.45,7695.6
2000-10-13,5354.0,1453.57,6236.65,1357.03,7629.4
2000-10-16,5316.58,1444.85,6209.68,1347.05,7586.2
2000-10-17,5339.68,1448.38,6234.3,1350.73,7611.8
2000-10-18,5335.09,1407.14,6068.57,1317.57,7638.3
2000-10-19,5422.95,1437.32,6193.65,1339.17,7763.8
2000-10-20,5404.64,1458.39,6235.25,1348.3,7722.7
2000-10-23,5433.57,1456.42,6272.19,1351.14,7768.82
2000-10-24,5503.16,1464.9,6334.27,1360.67,7872.61
2000-10-25,5479.88,1463.29,6304.05,1356.75,7833.03
2000-10-26,5492.22,1469.11,6268.92,1353.71,7858.96
2000-10-27,5509.27,1475.32,6317.01,1360.52,7884.52
2000-10-30,5554.52,1473.68,6308.91,1357.64,7948.81
2000-10-31,5572.9,1475.73,6335.55,1362.21,7977.52
2000-11-01,5575.75,1472.75,6349.47,1362.72,7985.69
2000-11-02,5644.83,1484.07,6391.24,1373.86,8084.9
2000-11-03,5631.9,1489.67,6399.44,1376.73,8062.07
2000-11-06,5676.82,1501.73,6442.2,1387.04,8127.0
2000-11-07,5673.29,1478.02,6390.37,1380.59,8125.79
2000-11-08,5658.69,1473.8,6355.77,1376.43,8102.62
2000-11-09,5604.36,1445.7,6251.22,1357.86,8031.79
2000-11-10,5609.89,1427.52,6184.01,1346.92,8050.03
2000-11-13,5565.27,1395.56,6067.25,1321.37,8001.53
2000-11-14,5642.47,1410.47,6171.68,1336.48,8117.35
2000-11-15,5639.04,1406.94,6169.74,1338.3,8106.61
2000-11-16,5656.32,1420.83,6198.77,1342.08,8129.11
2000-11-17,5657.66,1426.59,6208.89,1341.94,8130.98
2000-11-20,5657.99,1430.32,6224.2,1344.46,8129.15
2000-11-21,5669.53,1417.45,6216.4,1338.42,8155.1
2000-11-22,5581.55,1395.86,6121.42,1323.98,8018.74
2000-11-23,5596.16,1387.32,6053.74,1311.08,8056.46
2000-11-24,5614.67,1386.91,6078.81,1318.12,8081.54
2000-11-27,5656.8,1414.1,6165.4,1335.38,8142.02
2000-11-28,5613.82,1401.65,6106.16,1324.93,8075.67
2000-11-29,5597.2,1360.14,6028.27,1303.89,8065.71
2000-11-30,5533.21,1322.7,5909.94,1284.52,7981.89
2000-12-01,5578.25,1335.71,5928.28,1289.89,8050.47
2000-12-04,5550.89,1295.29,5791.58,1270.94,8021.82
2000-12-05,5643.81,1308.77,5881.29,1284.59,8164.84
2000-12-06,5604.16,1296.11,5883.95,1282.36,8096.96
2000-12-07,5550.57,1289.88,5851.47,1275.56,8015.9
2000-12-08,5538.44,1283.98,5878.36,1278.73,7995.84
2000-12-11,5565.46,1288.47,5913.52,1278.28,8037.72
2000-12-12,5549.24,1281.69,5906.42,1276.7,8011.88
2000-12-13,5563.85,1281.55,5916.33,1278.39,8040.75
2000-12-14,5495.63,1268.12,5867.41,1271.35,7928.76
2000-12-15,5449.22,1241.72,5814.7,1263.12,7867.03
2000-12-18,5511.11,1245.93,5819.08,1260.6,7974.32
2000-12-19,5563.39,1234.88,5789.42,1253.97,8068.25
2000-12-20,5508.82,1209.65,5640.22,1231.69,7993.69
2000-12-21,5468.73,1205.1,5584.87,1220.07,7944.25
2000-12-22,5501.27,1226.21,5692.01,1239.75,7978.34
2000-12-25,5501.27,1226.21,5692.01,1239.75,7978.34
2000-12-26,5501.27,1226.21,5692.01,1239.75,7978.34
2000-12-27,5573.72,1246.3,5778.82,1252.8,8083.82
2000-12-28,5627.97,1269.95,5864.83,1271.0,8153.62
2000-12-29,5621.13,1271.64,5886.65,1277.43,8135.37
2001-01-01,5621.13,1271.64,5886.65,1277.43,8135.37
2001-01-02,5621.13,1271.64,5886.65,1277.43,8135.37
2001-01-03,5601.76,1257.31,5773.15,1260.61,8118.94
2001-01-04,5603.67,1267.07,5827.17,1266.01,8116.81
2001-01-05,5521.97,1260.62,5796.49,1261.2,7985.63
2001-01-08,5515.63,1245.06,5780.97,1256.32,7986.64
2001-01-09,5498.51,1244.21,5773.88,1256.01,7957.59
2001-01-10,5441.81,1246.17,5764.94,1255.93,7860.03
2001-01-11,5449.7,1264.7,5794.45,1259.48,7877.3
2001-01-12,5441.12,1294.65,5858.04,1273.49,7848.21
2001-01-15,5449.11,1287.99,5855.12,1272.71,7862.4
2001-01-16,5451.59,1273.65,5823.31,1270.03,7874.05
2001-01-17,5518.18,1297.08,5911.79,1287.15,7972.73
2001-01-18,5497.86,1302.73,5938.62,1288.26,7936.24
2001-01-19,5454.57,1302.17,5947.76,1288.94,7862.4
2001-01-22,5460.57,1289.86,5900.98,1283.68,7875.48
2001-01-23,5459.08,1267.24,5833.91,1269.52,7889.01
2001-01-24,5494.03,1281.21,5875.91,1277.61,7940.02
2001-01-25,5521.47,1291.36,5926.1,1285.53,7978.01
2001-01-26,5556.39,1297.0,5919.57,1282.01,8041.41
2001-01-29,5552.43,1290.73,5895.69,1277.1,8037.19
2001-01-30,5555.57,1294.6,5885.8,1276.45,8047.14
2001-01-31,5564.09,1297.72,5901.56,1279.62,8057.44
2001-02-01,5514.2,1294.1,5879.88,1276.97,7973.98
2001-02-02,5532.75,1299.97,5870.86,1275.43,8007.49
2001-02-05,5560.94,1308.39,5890.39,1278.95,8048.45
2001-02-06,5573.41,1315.74,5916.15,1284.0,8062.05
2001-02-07,5550.43,1309.39,5889.7,1280.61,8023.18
2001-02-08,5500.61,1308.14,5876.3,1278.64,7938.79
2001-02-09,5484.39,1300.62,5815.89,1269.23,7920.14
2001-02-12,5469.39,1297.49,5819.46,1272.0,7890.74
2001-02-13,5478.01,1299.52,5836.52,1274.7,7901.64
2001-02-14,5418.7,1276.29,5773.76,1263.99,7813.15
2001-02-15,5451.38,1271.32,5809.0,1267.23,7865.81
2001-02-16,5378.92,1266.62,5758.6,1259.08,7757.36
2001-02-19,5382.7,1258.46,5731.26,1251.7,7768.95
2001-02-20,5348.08,1262.26,5726.92,1254.52,7705.62
2001-02-21,5303.6,1256.17,5680.12,1246.02,7637.06
2001-02-22,5306.62,1239.46,5611.61,1235.85,7652.74
2001-02-23,5269.82,1224.35,5570.55,1227.31,7607.21
2001-02-26,5307.33,1234.73,5625.65,1235.93,7660.21
2001-02-27,5316.48,1230.67,5611.82,1232.68,7678.15
2001-02-28,5320.82,1224.59,5588.11,1228.81,7701.79
2001-03-01,5219.54,1189.42,5416.12,1196.01,7560.19
2001-03-02,5200.62,1182.62,5414.39,1193.16,7533.46
2001-03-05,5227.55,1179.54,5435.95,1196.16,7581.58
2001-03-06,5254.32,1201.5,5498.16,1203.69,7619.39
2001-03-07,5254.34,1212.78,5546.55,1214.24,7605.22
2001-03-08,5230.57,1204.78,5540.33,1213.29,7569.77
2001-03-09,5205.61,1195.38,5489.68,1204.84,7535.38
2001-03-12,5116.27,1171.66,5382.64,1188.09,7399.81
2001-03-13,5101.77,1164.68,5373.54,1186.42,7380.64
2001-03-14,4998.09,1137.32,5260.47,1164.43,7225.7
2001-03-15,5024.82,1119.6,5227.82,1152.33,7279.97
2001-03-16,4917.09,1100.09,5177.43,1141.8,7112.58
2001-03-19,4867.8,1090.15,5178.96,1140.08,7034.62
2001-03-20,4889.7,1107.19,5196.12,1145.57,7067.63
2001-03-21,4815.02,1068.45,5085.55,1125.54,6965.25
2001-03-22,4565.45,1032.39,4892.55,1092.95,6574.03
2001-03-23,4666.13,1070.1,5021.06,1114.08,6736.15
2001-03-26,4829.85,1090.39,5121.25,1127.56,6987.74
2001-03-27,4850.35,1096.45,5157.12,1133.16,7011.2
2001-03-28,4829.04,1113.57,5186.14,1140.48,6966.91
2001-03-29,4869.65,1102.95,5160.23,1133.01,7044.94
2001-03-30,4952.28,1123.61,5215.41,1144.97,7167.84
2001-04-02,4867.53,1121.17,5175.81,1137.45,7035.29
2001-04-03,4761.82,1103.69,5044.43,1122.14,6870.78
2001-04-04,4727.87,1083.02,4972.95,1108.04,6825.37
2001-04-05,4829.64,1087.63,5048.61,1118.92,6987.52
2001-04-06,4817.94,1089.57,5069.61,1126.77,6954.88
2001-04-09,4885.97,1081.59,5063.53,1123.93,7070.6
2001-04-10,4950.8,1089.43,5113.66,1132.61,7173.45
2001-04-11,5002.75,1105.68,5161.3,1141.16,7235.91
2001-04-12,5007.11,1117.52,5170.02,1140.22,7246.97
2001-04-13,5007.11,1117.52,5170.02,1140.22,7246.97
2001-04-16,5007.11,1117.52,5170.02,1140.22,7246.97
2001-04-17,5007.6,1108.15,5175.3,1139.12,7247.01
2001-04-18,5071.74,1129.48,5252.24,1153.01,7338.49
2001-04-19,5046.85,1141.25,5295.92,1162.07,7286.05
2001-04-20,5011.22,1088.33,5209.75,1143.87,7239.28
2001-04-23,4966.92,1082.02,5179.87,1141.79,7170.72
2001-04-24,5022.58,1078.15,5183.25,1138.69,7269.58
2001-04-25,4983.58,1074.18,5134.77,1130.39,7209.54
2001-04-26,4981.73,1080.57,5182.46,1136.66,7201.95
2001-04-27,5009.7,1083.75,5194.79,1139.16,7248.72
2001-04-30,5064.11,1105.44,5240.42,1147.35,7327.17
2001-05-01,5064.11,1105.44,5240.42,1147.35,7327.17
2001-05-02,5098.16,1123.55,5297.37,1157.36,7369.93
2001-05-03,5056.15,1120.46,5276.3,1154.95,7300.03
2001-05-04,5093.64,1117.35,5273.55,1152.25,7365.58
2001-05-07,5160.0,1120.17,5308.49,1156.4,7463.85
2001-05-08,5147.83,1120.83,5311.85,1157.61,7432.97
2001-05-09,5110.6,1114.99,5295.93,1156.03,7373.35
2001-05-10,5181.75,1123.73,5321.33,1160.04,7488.12
2001-05-11,5201.94,1132.79,5334.25,1162.31,7518.82
2001-05-14,5170.86,1116.77,5289.09,1153.31,7474.91
2001-05-15,5215.25,1114.86,5303.04,1153.89,7548.44
2001-05-16,5224.59,1111.63,5293.15,1151.97,7568.3
2001-05-17,5272.37,1123.34,5349.77,1161.38,7639.85
2001-05-18,5283.52,1131.76,5365.12,1165.77,7658.19
2001-05-21,5294.5,1119.19,5359.88,1167.53,7672.01
2001-05-22,5315.83,1116.02,5386.32,1170.34,7705.82
2001-05-23,5317.2,1103.68,5361.16,1165.57,7699.41
2001-05-24,5317.2,1103.68,5361.16,1165.57,7699.41
2001-05-25,5296.73,1089.95,5326.55,1161.47,7671.93
2001-05-28,5289.08,1079.79,5304.5,1155.61,7661.43
2001-05-29,5258.14,1081.11,5291.69,1153.9,7615.51
2001-05-30,5222.72,1072.3,5244.14,1149.96,7559.02
2001-05-31,5183.45,1065.91,5244.33,1149.52,7487.63
2001-06-01,5206.79,1075.51,5249.66,1149.22,7526.54
2001-06-04,5206.79,1075.51,5249.66,1149.22,7526.54
2001-06-05,5247.32,1086.5,5268.57,1152.46,7593.23
2001-06-06,5246.05,1089.41,5276.44,1154.98,7581.39
2001-06-07,5251.39,1089.57,5297.0,1159.08,7588.66
2001-06-08,5227.55,1092.57,5291.49,1159.2,7547.59
2001-06-11,5196.28,1083.32,5260.11,1156.84,7498.9
2001-06-12,5133.83,1070.39,5187.07,1144.73,7405.28
2001-06-13,5179.67,1077.19,5231.83,1151.56,7475.8
2001-06-14,5114.34,1071.2,5177.06,1144.24,7373.27
2001-06-15,5084.82,1068.94,5142.67,1139.69,7328.15
2001-06-18,5071.58,1050.73,5090.3,1129.24,7318.49
2001-06-19,5039.58,1038.12,5069.35,1122.55,7269.46
2001-06-20,4996.01,1017.48,4971.33,1104.17,7218.28
2001-06-21,4997.48,1019.48,4972.12,1105.12,7221.39
2001-06-22,4957.15,1012.27,4951.77,1102.25,7161.23
2001-06-25,4961.49,1016.65,4963.63,1105.33,7164.17
2001-06-26,4898.93,996.9,4897.16,1095.18,7067.22
2001-06-27,4852.99,1003.98,4898.5,1095.38,6997.38
2001-06-28,4950.23,1011.63,4938.3,1099.04,7150.72
2001-06-29,5006.54,1020.23,4966.79,1104.89,7240.18
2001-07-02,5048.65,1015.5,4969.24,1102.97,7316.0
2001-07-03,5003.83,1008.18,4934.4,1097.38,7242.82
2001-07-04,4964.46,1006.14,4913.91,1095.31,7177.91
2001-07-05,4924.6,999.11,4884.1,1091.6,7111.95
2001-07-06,4837.37,985.73,4800.96,1081.21,6971.9
2001-07-09,4839.4,974.32,4766.87,1073.61,6985.19
2001-07-10,4783.56,964.43,4748.17,1068.84,6893.88
2001-07-11,4726.98,945.49,4682.27,1056.75,6808.81
2001-07-12,4799.65,949.8,4720.78,1059.53,6928.97
2001-07-13,4804.87,934.69,4685.89,1052.05,6941.32
2001-07-16,4800.84,931.97,4669.92,1051.81,6934.5
2001-07-17,4775.05,924.06,4620.13,1043.21,6902.02
2001-07-18,4750.25,919.86,4617.15,1044.76,6857.56
2001-07-19,4833.85,925.95,4653.25,1049.27,6992.29
2001-07-20,4793.13,913.94,4621.6,1042.99,6929.98
2001-07-23,4790.88,910.14,4605.99,1040.91,6927.46
2001-07-24,4691.64,891.86,4556.26,1030.78,6772.7
2001-07-25,4628.45,882.89,4530.99,1026.86,6667.29
2001-07-26,4635.32,881.12,4513.08,1022.7,6683.92
2001-07-27,4681.22,879.14,4528.14,1024.45,6760.8
2001-07-30,4713.57,883.13,4552.1,1026.54,6817.91
2001-07-31,4732.71,886.9,4560.05,1030.91,6847.33
2001-08-01,4775.11,892.74,4598.4,1035.47,6916.4
2001-08-02,4792.86,901.41,4632.37,1039.24,6940.56
