,SPI Index,SMIMC Index,SMCI Index,SPIEX Index,SPI20 Index
2009-08-20,5190.87,1318.09,6050.22,1627.88,6032.05
2009-08-21,5280.9,1338.64,6141.49,1651.23,6139.8
2009-08-24,5329.47,1354.1,6211.02,1669.36,6194.39
2009-08-25,5333.52,1353.32,6204.19,1667.89,6200.85
2009-08-26,5313.86,1348.38,6184.83,1663.34,6176.97
2009-08-27,5309.32,1349.54,6191.78,1665.82,6169.19
2009-08-28,5346.0,1359.61,6237.61,1677.67,6211.58
2009-08-31,5346.17,1351.08,6203.09,1669.42,6217.12
2009-09-01,5274.08,1341.22,6145.17,1654.86,6128.17
2009-09-02,5235.32,1321.12,6061.15,1633.22,6089.24
2009-09-03,5226.09,1323.19,6077.69,1637.77,6073.72
2009-09-04,5267.12,1339.02,6138.18,1654.27,6119.07
2009-09-07,5323.47,1359.13,6224.98,1675.95,6181.97
2009-09-08,5335.26,1364.21,6244.96,1681.11,6194.72
2009-09-09,5348.6,1381.44,6313.41,1698.04,6202.04
2009-09-10,5359.32,1391.65,6366.04,1710.86,6208.43
2009-09-11,5382.52,1401.49,6408.45,1721.86,6232.99
2009-09-14,5378.45,1402.41,6409.52,1722.64,6225.64
2009-09-15,5373.55,1408.09,6444.7,1731.59,6213.19
2009-09-16,5442.62,1415.68,6486.28,1743.2,6299.91
2009-09-17,5458.61,1419.65,6508.92,1749.4,6317.72
2009-09-18,5465.66,1420.22,6520.47,1752.8,6325.15
2009-09-21,5448.59,1413.03,6495.74,1745.99,6306.23
2009-09-22,5477.3,1416.75,6519.8,1753.19,6340.72
2009-09-23,5486.43,1422.65,6540.11,1758.43,6349.83
2009-09-24,5422.02,1403.06,6459.03,1737.53,6275.44
2009-09-25,5388.32,1393.56,6414.17,1725.99,6236.91
2009-09-28,5431.34,1399.89,6457.84,1735.68,6289.27
2009-09-29,5453.52,1404.64,6471.28,1739.94,6316.72
2009-09-30,5461.31,1407.93,6493.36,1746.52,6323.18
2009-10-01,5401.11,1387.27,6404.19,1724.56,6255.17
2009-10-02,5308.94,1356.19,6274.44,1692.43,6150.17
2009-10-05,5321.39,1365.76,6304.96,1699.02,6162.9
2009-10-06,5417.63,1387.64,6410.81,1725.38,6277.16
2009-10-07,5405.34,1391.59,6415.67,1725.8,6260.15
2009-10-08,5444.87,1406.38,6467.42,1738.62,6305.8
2009-10-09,5438.39,1415.17,6501.21,1746.93,6291.64
2009-10-12,5507.33,1425.83,6547.7,1759.11,6377.78
2009-10-13,5460.21,1413.99,6498.2,1747.1,6321.26
2009-10-14,5528.41,1425.48,6547.36,1760.04,6405.92
2009-10-15,5510.91,1421.27,6538.49,1758.31,6383.19
2009-10-16,5480.81,1418.73,6524.08,1753.46,6345.26
2009-10-19,5550.38,1425.13,6546.89,1759.25,6436.37
2009-10-20,5540.68,1417.06,6522.54,1752.8,6427.29
2009-10-21,5540.83,1409.34,6478.75,1741.64,6434.66
2009-10-22,5515.25,1396.21,6435.97,1732.12,6405.91
2009-10-23,5494.36,1394.26,6433.04,1731.14,6378.06
2009-10-26,5430.24,1377.25,6356.87,1711.37,6303.35
2009-10-27,5475.74,1374.3,6341.7,1707.29,6367.97
2009-10-28,5393.5,1334.08,6194.03,1669.8,6279.94
2009-10-29,5452.28,1354.19,6251.73,1683.52,6351.27
2009-10-30,5402.58,1350.66,6237.23,1680.0,6285.76
2009-11-02,5403.6,1347.32,6218.23,1673.67,6291.22
2009-11-03,5342.56,1340.96,6186.76,1665.33,6213.35
2009-11-04,5396.2,1373.81,6308.63,1695.44,6267.11
2009-11-05,5412.69,1380.08,6335.21,1702.25,6285.21
2009-11-06,5420.83,1383.18,6351.86,1706.42,6293.61
2009-11-09,5497.21,1403.6,6430.41,1726.05,6385.14
2009-11-10,5485.61,1405.91,6434.83,1726.39,6369.1
2009-11-11,5493.31,1415.06,6468.62,1734.0,6374.7
2009-11-12,5481.13,1417.8,6486.55,1737.59,6355.76
2009-11-13,5477.95,1419.11,6486.49,1738.14,6351.08
2009-11-16,5536.24,1430.0,6535.83,1750.17,6422.81
2009-11-17,5500.32,1424.1,6517.97,1746.18,6376.4
2009-11-18,5496.39,1425.24,6531.26,1749.38,6368.97
2009-11-19,5423.97,1399.68,6430.78,1723.63,6286.81
2009-11-20,5412.71,1388.21,6391.29,1714.31,6277.46
2009-11-23,5515.4,1401.37,6438.25,1725.61,6410.24
2009-11-24,5502.93,1395.0,6412.05,1718.93,6397.53
2009-11-25,5520.93,1398.66,6415.28,1718.76,6422.2
2009-11-26,5405.15,1368.79,6294.44,1689.13,6283.38
2009-11-27,5448.78,1381.35,6337.37,1698.79,6336.66
2009-11-30,5388.37,1371.71,6295.68,1688.41,6260.95
2009-12-01,5475.85,1386.74,6352.6,1701.07,6372.08
2009-12-02,5490.54,1396.61,6386.26,1709.72,6386.54
2009-12-03,5537.08,1403.87,6420.06,1718.93,6444.08
2009-12-04,5583.84,1414.56,6459.97,1729.31,6501.16
2009-12-07,5563.6,1418.97,6476.64,1733.9,6470.61
2009-12-08,5504.53,1403.98,6417.14,1718.88,6399.74
2009-12-09,5462.21,1388.55,6357.98,1703.84,6351.71
2009-12-10,5508.23,1392.14,6379.76,1709.75,6410.64
2009-12-11,5510.46,1399.69,6397.15,1713.02,6411.58
2009-12-14,5529.97,1405.28,6430.01,1720.95,6433.09
2009-12-15,5538.15,1413.72,6457.76,1728.48,6439.4
2009-12-16,5608.29,1420.59,6481.9,1732.68,6532.32
2009-12-17,5571.12,1406.14,6433.32,1720.87,6489.23
2009-12-18,5552.99,1403.9,6435.28,1721.23,6464.32
2009-12-21,5584.67,1407.63,6451.49,1725.98,6504.44
2009-12-22,5647.05,1419.67,6491.58,1736.15,6582.9
2009-12-23,5648.15,1427.59,6521.46,1743.07,6579.99
2009-12-24,5648.15,1427.59,6521.46,1743.07,6579.99
2009-12-25,5648.15,1427.59,6521.46,1743.07,6579.99
2009-12-28,5657.9,1430.77,6533.79,1746.6,6591.01
2009-12-29,5674.39,1438.17,6562.85,1754.35,6608.52
2009-12-30,5626.4,1429.89,6541.08,1750.05,6545.91
2009-12-31,5626.4,1429.89,6541.08,1750.05,6545.91
2010-01-01,5626.4,1429.89,6541.08,1750.05,6545.91
2010-01-04,5703.14,1453.47,6657.09,1779.82,6631.44
2010-01-05,5673.58,1470.99,6726.17,1798.51,6579.27
2010-01-06,5661.26,1475.27,6743.32,1803.34,6559.41
2010-01-07,5658.43,1475.37,6743.1,1803.63,6555.36
2010-01-08,5709.4,1484.33,6782.8,1814.44,6617.88
2010-01-11,5691.22,1483.56,6787.67,1815.8,6592.26
2010-01-12,5649.43,1473.71,6746.66,1805.52,6541.9
2010-01-13,5659.1,1475.57,6751.97,1806.33,6554.55
2010-01-14,5720.94,1495.11,6823.24,1824.13,6627.42
2010-01-15,5683.32,1490.81,6817.57,1824.4,6576.02
2010-01-18,5707.52,1499.93,6850.1,1832.54,6603.78
2010-01-19,5731.98,1507.13,6873.08,1837.61,6633.86
2010-01-20,5694.09,1499.55,6844.88,1830.9,6586.53
2010-01-21,5683.46,1486.18,6799.93,1820.11,6578.95
2010-01-22,5612.12,1468.47,6725.64,1801.04,6493.96
2010-01-25,5579.35,1463.89,6714.33,1797.94,6451.3
2010-01-26,5604.8,1467.31,6719.43,1800.64,6484.23
2010-01-27,5593.99,1464.89,6699.28,1795.13,6473.03
2010-01-28,5568.2,1456.61,6671.42,1788.08,6442.41
2010-01-29,5570.19,1461.1,6697.53,1794.97,6440.72
2010-02-01,5613.19,1465.83,6717.25,1799.6,6496.33
2010-02-02,5659.21,1479.79,6773.41,1813.53,6550.12
2010-02-03,5661.26,1479.04,6769.82,1812.14,6553.8
2010-02-04,5531.07,1443.7,6638.51,1780.75,6396.51
2010-02-05,5419.18,1413.16,6512.87,1749.07,6264.33
2010-02-08,5479.39,1414.03,6509.43,1747.86,6347.14
2010-02-09,5457.04,1418.56,6525.02,1750.89,6314.75
2010-02-10,5473.24,1419.37,6541.13,1755.32,6334.0
2010-02-11,5525.84,1422.36,6557.65,1758.81,6403.42
2010-02-12,5531.33,1412.23,6518.83,1750.52,6416.2
2010-02-15,5552.38,1419.3,6548.12,1756.96,6440.76
2010-02-16,5592.49,1415.25,6535.97,1753.42,6497.66
2010-02-17,5651.7,1431.27,6603.51,1770.2,6567.6
2010-02-18,5706.62,1439.42,6637.59,1778.22,6637.29
2010-02-19,5761.57,1445.47,6652.27,1782.08,6709.68
2010-02-22,5747.38,1445.89,6671.52,1786.7,6687.41
2010-02-23,5715.11,1440.31,6636.29,1777.87,6649.09
2010-02-24,5744.44,1441.08,6646.16,1779.58,6687.95
2010-02-25,5706.83,1426.41,6599.04,1768.24,6643.96
2010-02-26,5763.27,1441.66,6658.14,1783.66,6710.99
2010-03-01,5826.09,1450.1,6690.7,1791.61,6791.48
2010-03-02,5888.03,1473.14,6771.89,1810.87,6820.04
2010-03-03,5891.6,1489.23,6842.82,1829.21,6813.16
2010-03-04,5914.19,1493.64,6863.8,1834.73,6804.87
2010-03-05,5949.76,1502.3,6893.22,1842.65,6847.78
2010-03-08,5955.99,1504.15,6924.48,1850.46,6851.2
2010-03-09,5968.09,1500.43,6917.55,1849.21,6868.32
2010-03-10,5974.31,1505.05,6935.97,1854.09,6873.59
2010-03-11,5959.48,1503.24,6944.69,1856.98,6851.73
2010-03-12,5949.97,1506.01,6956.32,1860.6,6836.6
2010-03-15,5939.38,1500.65,6937.22,1856.23,6825.1
2010-03-16,5982.88,1513.53,6997.83,1870.84,6874.43
2010-03-17,6004.28,1531.55,7064.81,1888.52,6892.01
2010-03-18,6006.96,1524.31,7048.26,1885.2,6897.74
2010-03-19,5992.63,1521.65,7031.84,1881.54,6880.76
2010-03-22,5980.88,1518.88,7023.24,1879.14,6866.43
2010-03-23,5991.23,1522.79,7043.47,1884.16,6877.16
2010-03-24,5994.86,1522.88,7048.45,1885.0,6879.95
2010-03-25,6014.1,1544.05,7123.23,1903.21,6894.18
2010-03-26,5974.36,1546.55,7133.75,1905.6,6838.95
2010-03-29,5984.7,1548.83,7144.76,1908.08,6850.58
2010-03-30,6000.55,1545.03,7142.58,1908.96,6871.42
2010-03-31,6007.84,1553.69,7182.96,1921.19,6873.38
2010-04-01,6041.21,1565.52,7241.79,1935.91,6888.92
2010-04-02,6041.21,1565.52,7241.79,1935.91,6888.92
2010-04-05,6041.21,1565.52,7241.79,1935.91,6888.92
2010-04-06,6046.85,1580.66,7302.13,1951.88,6886.21
2010-04-07,6012.51,1571.94,7275.96,1945.2,6843.49
2010-04-08,5969.34,1561.67,7236.37,1936.42,6791.01
2010-04-09,6056.87,1591.74,7339.49,1962.79,6888.97
2010-04-12,6074.64,1594.96,7347.8,1964.73,6910.96
2010-04-13,6055.07,1591.42,7340.0,1962.76,6885.87
2010-04-14,6083.37,1602.86,7386.16,1974.18,6916.59
2010-04-15,6124.16,1607.0,7404.64,1980.34,6967.56
2010-04-16,6064.88,1597.52,7368.84,1971.09,6893.69
2010-04-19,6023.49,1581.24,7290.84,1952.17,6803.68
2010-04-20,6056.04,1594.08,7327.61,1960.46,6841.92
2010-04-21,6036.84,1600.1,7354.86,1968.83,6814.72
2010-04-22,5964.91,1582.87,7299.43,1954.86,6720.09
2010-04-23,6005.63,1603.32,7380.6,1975.42,6767.97
2010-04-26,6035.01,1605.57,7382.9,1976.44,6803.74
2010-04-27,5913.93,1578.55,7266.48,1948.34,6667.48
2010-04-28,5828.57,1540.54,7093.9,1905.13,6576.39
2010-04-29,5896.86,1563.28,7197.94,1929.86,6665.84
2010-04-30,5847.37,1560.95,7200.94,1930.88,6616.82
2010-05-03,5830.74,1564.67,7203.19,1930.41,6607.71
2010-05-04,5748.76,1527.6,7041.91,1889.81,6488.42
2010-05-05,5712.75,1501.25,6922.45,1859.29,6448.49
2010-05-06,5652.93,1488.54,6861.92,1842.06,6387.52
2010-05-07,5487.22,1434.89,6642.74,1786.87,6205.63
2010-05-10,5720.35,1509.52,6945.44,1863.14,6481.95
2010-05-11,5742.89,1507.44,6942.55,1861.7,6509.0
2010-05-12,5807.94,1537.75,7064.0,1892.09,6575.05
2010-05-13,5807.94,1537.75,7064.0,1892.09,6575.05
2010-05-14,5680.55,1499.2,6914.22,1855.17,6428.68
2010-05-17,5678.08,1490.23,6869.35,1842.69,6428.86
2010-05-18,5714.23,1501.72,6936.07,1859.75,6470.84
2010-05-19,5623.29,1469.33,6796.38,1824.3,6374.43
2010-05-20,5519.35,1433.5,6643.53,1785.38,6262.42
2010-05-21,5482.85,1443.34,6693.2,1797.52,6206.59
2010-05-24,5482.85,1443.34,6693.2,1797.52,6206.59
2010-05-25,5367.12,1405.67,6517.23,1751.91,6091.55
2010-05-26,5441.23,1430.98,6621.3,1778.3,6167.53
2010-05-27,5576.78,1481.08,6825.61,1829.46,6305.18
2010-05-28,5577.68,1476.51,6828.06,1831.32,6321.93
2010-05-31,5562.49,1476.12,6840.13,1835.27,6312.6
2010-06-01,5557.81,1469.25,6800.03,1824.52,6316.6
2010-06-02,5590.06,1478.46,6828.32,1831.14,6368.81
2010-06-03,5637.74,1497.74,6914.08,1852.27,6418.82
2010-06-04,5545.77,1476.66,6828.32,1831.83,6298.97
2010-06-07,5534.94,1464.99,6771.73,1817.66,6291.04
2010-06-08,5480.5,1453.31,6725.07,1804.98,6246.22
2010-06-09,5553.36,1485.57,6846.27,1835.15,6319.18
2010-06-10,5598.76,1510.16,6946.55,1859.34,6376.66
2010-06-11,5639.6,1509.87,6943.01,1859.11,6426.74
2010-06-14,5678.73,1529.47,7028.41,1879.66,6472.12
2010-06-15,5692.8,1531.33,7039.77,1883.17,6484.73
2010-06-16,5701.12,1530.92,7043.4,1884.11,6490.08
2010-06-17,5689.03,1529.12,7035.05,1882.14,6475.25
2010-06-18,5673.78,1520.21,7009.11,1875.25,6447.06
2010-06-21,5737.19,1541.96,7088.26,1895.49,6519.57
2010-06-22,5690.75,1528.21,7044.64,1885.36,6463.46
2010-06-23,5623.56,1513.13,6986.12,1871.32,6381.85
2010-06-24,5565.75,1489.26,6882.08,1845.27,6320.62
2010-06-25,5529.13,1481.08,6852.51,1838.88,6275.35
2010-06-28,5562.95,1496.38,6915.22,1854.14,6311.15
2010-06-29,5419.34,1454.77,6747.03,1812.16,6144.45
2010-06-30,5407.82,1458.35,6754.21,1813.5,6128.06
2010-07-01,5286.99,1431.42,6653.36,1787.75,5981.66
2010-07-02,5282.12,1432.58,6661.36,1788.97,5974.3
2010-07-05,5256.58,1426.65,6645.35,1785.24,5942.25
2010-07-06,5357.69,1451.79,6745.14,1809.35,6063.12
2010-07-07,5388.17,1459.92,6778.62,1817.17,6099.2
2010-07-08,5438.53,1476.32,6849.26,1834.91,6155.72
2010-07-09,5482.67,1483.14,6878.35,1842.32,6210.49
2010-07-12,5504.63,1484.82,6889.79,1845.32,6228.31
2010-07-13,5567.0,1506.7,6974.63,1866.68,6298.59
2010-07-14,5591.4,1505.11,6971.69,1865.37,6332.28
2010-07-15,5558.11,1499.45,6946.77,1859.73,6291.07
2010-07-16,5472.04,1485.49,6887.37,1845.35,6184.37
2010-07-19,5443.9,1470.65,6825.56,1829.53,6156.64
2010-07-20,5413.62,1457.0,6778.84,1817.76,6123.42
2010-07-21,5426.68,1469.72,6830.61,1830.77,6132.66
2010-07-22,5477.81,1479.83,6875.66,1842.18,6194.18
2010-07-23,5483.21,1480.95,6877.19,1842.5,6201.25
2010-07-26,5487.08,1490.32,6921.84,1853.4,6199.46
2010-07-27,5546.36,1494.57,6945.64,1859.8,6275.19
2010-07-28,5549.03,1497.1,6952.31,1861.82,6277.49
2010-07-29,5506.79,1497.69,6949.25,1861.75,6220.65
2010-07-30,5489.77,1491.59,6929.37,1857.0,6200.78
2010-08-02,5593.96,1521.91,7051.73,1887.3,6321.64
2010-08-03,5609.71,1528.45,7082.39,1895.28,6337.72
2010-08-04,5644.46,1536.18,7108.87,1901.88,6380.3
2010-08-05,5641.49,1536.2,7113.4,1904.05,6374.89
2010-08-06,5596.51,1523.34,7064.03,1893.06,6321.36
2010-08-09,5654.04,1534.7,7110.11,1904.14,6391.74
2010-08-10,5651.93,1526.1,7072.53,1894.66,6395.02
2010-08-11,5536.86,1484.23,6906.82,1854.51,6265.84
2010-08-12,5543.04,1477.04,6875.72,1846.45,6279.35
2010-08-13,5556.78,1478.76,6898.08,1851.92,6294.34
2010-08-16,5549.27,1475.5,6887.59,1849.69,6285.66
2010-08-17,5613.93,1498.35,6974.13,1869.94,6359.74
2010-08-18,5619.67,1505.41,6999.24,1877.08,6362.88
2010-08-19,5554.58,1495.37,6958.75,1867.49,6281.35
2010-08-20,5473.51,1474.58,6875.33,1846.21,6185.82
2010-08-23,5494.92,1481.49,6908.75,1854.32,6209.45
2010-08-24,5435.64,1462.6,6824.74,1831.7,6144.14
2010-08-25,5392.58,1444.71,6749.01,1812.35,6098.59
2010-08-26,5421.8,1457.11,6789.22,1821.97,6131.76
2010-08-27,5464.65,1466.11,6833.14,1831.83,6183.14
2010-08-30,5482.9,1467.04,6845.43,1835.7,6205.24
2010-08-31,5465.25,1465.57,6846.07,1836.59,6180.89
2010-09-01,5589.16,1493.08,6944.87,1860.52,6332.43
2010-09-02,5591.68,1496.26,6958.58,1863.89,6333.65
2010-09-03,5645.28,1502.55,6989.59,1871.93,6400.71
2010-09-06,5661.23,1506.28,7013.72,1878.05,6418.25
2010-09-07,5611.53,1493.02,6958.28,1864.21,6360.2
2010-09-08,5631.91,1493.79,6959.74,1865.3,6386.95
2010-09-09,5662.87,1499.82,6981.65,1870.59,6425.26
2010-09-10,5697.49,1505.1,7007.23,1877.13,6467.69
2010-09-13,5705.42,1511.03,7034.74,1885.06,6471.77
2010-09-14,5700.46,1507.45,7027.49,1883.13,6466.32
2010-09-15,5675.59,1505.57,7017.61,1881.29,6434.01
2010-09-16,5668.42,1503.78,7016.0,1881.58,6424.16
2010-09-17,5643.01,1506.22,7023.73,1882.99,6389.02
2010-09-20,5706.08,1523.09,7095.14,1901.66,6461.98
2010-09-21,5677.22,1524.72,7111.27,1905.68,6420.4
2010-09-22,5617.94,1520.2,7087.35,1898.76,6344.88
2010-09-23,5583.81,1513.16,7060.08,1892.03,6303.2
2010-09-24,5633.12,1528.13,7114.0,1905.82,6360.77
2010-09-27,5618.41,1531.3,7125.52,1908.93,6338.89
2010-09-28,5619.99,1542.04,7170.21,1919.1,6334.38
2010-09-29,5604.09,1543.73,7179.13,1921.15,6311.57
2010-09-30,5594.62,1545.24,7187.92,1924.94,6296.33
2010-10-01,5585.86,1543.9,7192.38,1925.43,6284.17
2010-10-04,5554.29,1533.63,7146.01,1914.33,6248.8
2010-10-05,5606.99,1541.84,7181.33,1923.59,6313.9
2010-10-06,5640.84,1555.25,7238.8,1936.76,6351.01
2010-10-07,5662.16,1558.66,7260.76,1943.2,6375.58
2010-10-08,5654.69,1562.07,7273.21,1946.77,6363.16
2010-10-11,5676.61,1571.36,7315.91,1956.84,6386.18
2010-10-12,5666.21,1568.26,7297.04,1952.07,6375.26
2010-10-13,5732.85,1582.09,7359.88,1967.53,6455.13
2010-10-14,5725.95,1589.84,7390.67,1974.95,6440.97
2010-10-15,5724.52,1583.6,7364.53,1968.87,6443.01
2010-10-18,5747.43,1587.08,7385.06,1974.51,6470.26
2010-10-19,5745.16,1574.78,7354.81,1967.21,6471.96
2010-10-20,5746.8,1570.92,7336.71,1962.57,6477.2
2010-10-21,5780.71,1585.16,7401.46,1979.1,6512.19
2010-10-22,5756.44,1588.58,7411.02,1982.63,6477.13
2010-10-25,5788.08,1595.92,7450.15,1992.15,6513.63
2010-10-26,5756.06,1585.78,7411.67,1982.63,6476.61
2010-10-27,5752.6,1576.07,7366.26,1971.5,6479.21
2010-10-28,5760.5,1584.04,7395.0,1979.41,6484.71
2010-10-29,5754.64,1588.21,7419.22,1986.42,6472.23
2010-11-01,5783.6,1600.6,7462.94,1996.53,6504.72
2010-11-02,5813.75,1603.14,7483.2,2002.56,6541.5
2010-11-03,5791.91,1602.49,7476.16,2001.06,6512.99
2010-11-04,5862.42,1622.32,7552.12,2020.29,6595.64
2010-11-05,5857.47,1624.05,7561.44,2022.16,6587.72
2010-11-08,5868.25,1628.65,7574.01,2025.1,6600.36
2010-11-09,5857.1,1634.53,7594.54,2030.29,6581.88
2010-11-10,5818.99,1618.92,7539.0,2015.9,6539.82
2010-11-11,5798.37,1612.23,7507.08,2008.23,6516.99
2010-11-12,5788.08,1607.42,7490.2,2004.87,6505.29
2010-11-15,5835.85,1617.49,7537.83,2016.61,6562.15
2010-11-16,5764.9,1601.87,7472.57,2000.98,6476.53
2010-11-17,5782.23,1611.47,7506.23,2008.53,6494.99
2010-11-18,5880.98,1631.28,7595.28,2030.96,6613.37
2010-11-19,5867.72,1638.75,7623.09,2037.81,6590.84
2010-11-22,5824.16,1637.18,7615.8,2036.23,6532.64
2010-11-23,5708.74,1606.09,7499.07,2008.29,6393.79
2010-11-24,5756.62,1617.11,7551.62,2021.66,6449.8
2010-11-25,5806.37,1635.37,7628.87,2041.19,6502.14
2010-11-26,5787.57,1630.42,7601.02,2033.52,6483.56
2010-11-29,5719.2,1619.72,7556.85,2023.53,6397.5
2010-11-30,5652.48,1610.14,7514.07,2011.69,6312.43
2010-12-01,5742.99,1639.16,7625.56,2039.94,6409.7
2010-12-02,5812.27,1678.0,7776.59,2077.2,6483.44
2010-12-03,5784.12,1678.25,7787.71,2080.73,6440.9
2010-12-06,5766.56,1677.53,7802.7,2085.8,6412.22
2010-12-07,5811.45,1691.88,7860.47,2101.58,6462.53
2010-12-08,5845.27,1696.2,7883.55,2108.07,6508.13
2010-12-09,5859.49,1677.66,7819.51,2093.87,6537.63
2010-12-10,5843.78,1675.88,7814.49,2092.5,6519.14
2010-12-13,5844.66,1683.02,7840.68,2099.66,6519.08
2010-12-14,5861.33,1677.61,7822.81,2094.71,6545.84
2010-12-15,5873.57,1676.72,7833.51,2098.09,6560.43
2010-12-16,5879.47,1679.74,7834.93,2098.34,6566.17
2010-12-17,5861.4,1676.94,7828.57,2097.04,6538.16
2010-12-20,5852.96,1684.17,7852.69,2102.76,6521.25
2010-12-21,5887.61,1695.35,7902.0,2115.17,6558.17
2010-12-22,5882.47,1688.54,7877.45,2109.81,6553.7
2010-12-23,5920.38,1692.03,7898.76,2115.66,6599.43
2010-12-24,5920.38,1692.03,7898.76,2115.66,6599.43
2010-12-27,5890.31,1684.51,7864.33,2106.51,6568.21
2010-12-28,5890.85,1684.82,7875.33,2110.62,6569.06
2010-12-29,5893.97,1691.31,7900.64,2117.44,6566.65
2010-12-30,5790.62,1673.54,7834.95,2101.12,6436.04
2010-12-31,5790.62,1673.54,7834.95,2101.12,6436.04
2011-01-03,5842.19,1688.08,7902.14,2118.93,6493.88
2011-01-04,5844.27,1689.9,7915.59,2124.04,6494.31
2011-01-05,5852.35,1664.81,7825.77,2101.19,6519.25
2011-01-06,5858.48,1657.69,7801.4,2096.22,6532.84
2011-01-07,5827.71,1647.3,7745.54,2082.64,6497.64
2011-01-10,5783.09,1635.23,7694.39,2069.89,6446.32
2011-01-11,5866.99,1663.06,7817.23,2100.46,6534.84
2011-01-12,5936.84,1684.22,7915.81,2125.37,6613.75
2011-01-13,5889.9,1665.0,7845.32,2107.23,6562.47
2011-01-14,5888.19,1664.52,7848.19,2108.6,6556.09
2011-01-17,5902.84,1652.44,7806.08,2099.02,6578.17
2011-01-18,5944.79,1655.0,7822.8,2103.19,6634.93
2011-01-19,5880.81,1643.42,7764.89,2089.75,6559.66
2011-01-20,5833.43,1623.57,7672.21,2067.24,6513.5
2011-01-21,5876.14,1626.49,7694.01,2073.66,6567.31
2011-01-24,5900.09,1627.09,7691.91,2073.93,6603.8
2011-01-25,5881.97,1633.35,7713.0,2078.39,6580.33
2011-01-26,5899.17,1645.51,7759.61,2089.79,6592.99
2011-01-27,5883.83,1657.02,7803.03,2100.42,6562.36
2011-01-28,5854.77,1648.24,7773.18,2093.7,6528.13
2011-01-31,5814.95,1634.09,7709.14,2078.36,6479.15
2011-02-01,5886.51,1659.97,7822.05,2105.86,6555.26
2011-02-02,5884.26,1652.16,7803.13,2101.68,6553.67
2011-02-03,5878.8,1658.85,7819.85,2104.98,6544.91
2011-02-04,5913.03,1665.69,7850.35,2112.63,6584.4
2011-02-07,5944.37,1683.71,7927.61,2131.18,6611.14
2011-02-08,5964.91,1682.14,7929.39,2132.26,6638.66
2011-02-09,5957.99,1679.87,7927.79,2132.28,6631.64
2011-02-10,5937.18,1669.62,7883.39,2121.01,6612.06
2011-02-11,5984.07,1675.89,7908.62,2128.11,6665.22
2011-02-14,5991.42,1688.79,7957.78,2139.76,6666.06
2011-02-15,6008.18,1688.35,7948.66,2138.46,6690.9
2011-02-16,6020.98,1683.55,7929.24,2134.64,6711.65
2011-02-17,6015.67,1674.41,7897.47,2127.17,6706.47
2011-02-18,6023.95,1675.79,7906.27,2129.98,6717.25
2011-02-21,5991.43,1660.47,7842.15,2113.81,6683.87
2011-02-22,5938.76,1656.41,7813.56,2105.68,6622.49
2011-02-23,5921.66,1631.37,7707.81,2079.66,6622.77
2011-02-24,5865.2,1614.84,7630.69,2058.6,6515.97
2011-02-25,5889.33,1632.0,7697.8,2075.9,6537.2
2011-02-28,5952.3,1651.41,7779.81,2097.2,6610.44
2011-03-01,5962.11,1653.54,7786.42,2099.51,6619.36
2011-03-02,5923.29,1648.3,7755.32,2091.31,6592.07
2011-03-03,5964.12,1660.88,7798.45,2102.35,6599.21
2011-03-04,5916.78,1667.69,7833.11,2110.7,6530.54
2011-03-07,5890.47,1669.54,7834.58,2111.43,6495.52
2011-03-08,5907.56,1671.53,7850.03,2115.75,6511.21
2011-03-09,5855.85,1665.54,7836.32,2111.34,6446.6
2011-03-10,5810.4,1643.51,7743.28,2087.51,6404.62
2011-03-11,5763.76,1622.45,7649.09,2063.28,6353.76
2011-03-14,5696.11,1614.45,7601.59,2050.19,6274.47
2011-03-15,5542.25,1568.33,7394.39,1995.07,6101.01
2011-03-16,5466.82,1532.54,7271.32,1964.82,6021.55
2011-03-17,5513.89,1548.02,7328.83,1980.65,6073.42
2011-03-18,5548.33,1571.79,7439.85,2009.55,6098.05
2011-03-21,5659.92,1603.74,7592.01,2049.0,6223.91
2011-03-22,5663.18,1606.2,7602.69,2051.07,6227.03
2011-03-23,5690.02,1616.41,7647.54,2062.93,6256.06
2011-03-24,5744.2,1630.69,7698.75,2076.95,6319.23
2011-03-25,5775.4,1643.5,7753.07,2090.28,6352.28
2011-03-28,5785.24,1647.26,7770.56,2095.02,6359.02
2011-03-29,5788.64,1654.88,7800.89,2102.47,6355.06
2011-03-30,5821.82,1655.41,7810.21,2104.86,6398.42
2011-03-31,5791.55,1651.53,7799.69,2102.99,6357.55
2011-04-01,5865.28,1664.09,7861.53,2118.53,6439.91
2011-04-04,5862.34,1669.97,7877.08,2123.21,6414.6
2011-04-05,5871.62,1668.12,7865.17,2119.47,6430.3
2011-04-06,5876.73,1668.27,7863.33,2118.89,6443.06
2011-04-07,5892.11,1669.31,7862.21,2119.82,6465.57
2011-04-08,5889.89,1677.36,7889.5,2126.92,6457.93
2011-04-11,5874.37,1668.35,7862.19,2120.87,6440.11
2011-04-12,5794.53,1649.49,7785.73,2102.13,6351.6
2011-04-13,5807.59,1654.66,7810.66,2108.38,6364.3
2011-04-14,5799.7,1648.96,7791.01,2103.12,6357.03
2011-04-15,5833.94,1651.06,7798.72,2105.49,6400.26
2011-04-18,5748.19,1633.24,7721.82,2085.56,6244.95
2011-04-19,5817.71,1642.0,7751.93,2093.06,6326.65
2011-04-20,5919.5,1669.63,7857.02,2119.98,6444.81
2011-04-21,5937.46,1687.97,7929.62,2138.91,6457.16
