,SPI Index,SPI19 Index,SMCI Index,SPI21 Index,M9EUHCSC Index,M9EUINSC Index,M9EUFNSC Index,M9EUMTSC Index,M9EUITSC Index,M9EUCSSC Index,M9EUCDSC Index,M9EUHCLC Index,M9EUINLC Index,M9EUFNLC Index,M9EUMTLC Index,M9EUCSLC Index,EURCHF Curncy
1996-09-12,2361.97,2276.57,2148.32,2420.1,280.16,141.05,251.68,240.46,1042.06,292.27,365.35,479.1,465.09,373.09,331.5,389.64,
1996-09-13,2379.45,2281.1,2160.53,2439.33,279.96,141.95,252.2,241.18,1045.23,292.88,366.97,483.31,468.4,376.41,333.85,388.05,
1996-09-16,2384.0,2282.94,2166.1,2443.75,280.27,142.56,252.56,241.06,1050.0,293.41,367.84,485.96,469.82,379.57,336.55,387.14,
1996-09-17,2366.72,2282.35,2157.94,2423.71,279.77,142.87,252.01,240.54,1051.87,293.26,368.08,483.49,471.32,378.54,335.0,384.32,
1996-09-18,2365.47,2283.85,2153.89,2423.0,277.6,142.88,251.66,240.8,1058.87,293.16,367.98,481.43,471.13,378.06,333.83,382.52,
1996-09-19,2368.34,2288.2,2155.95,2426.01,277.74,142.58,251.25,240.78,1057.4,292.8,367.3,483.66,472.66,378.57,333.85,385.23,
1996-09-20,2368.41,2283.27,2154.82,2426.54,277.29,143.81,251.56,240.73,1056.79,292.39,366.96,482.85,473.33,378.33,335.32,385.14,
1996-09-23,2334.28,2277.69,2139.02,2387.04,274.81,143.37,250.81,240.01,1051.86,291.71,365.36,476.94,467.99,375.33,331.38,382.29,
1996-09-24,2349.39,2276.06,2140.93,2405.84,275.25,143.63,250.61,239.52,1052.28,291.47,364.08,478.94,469.17,375.92,332.99,383.24,
1996-09-25,2370.79,2276.29,2150.01,2430.93,276.07,143.84,250.8,239.64,1055.59,291.56,365.41,483.15,473.47,380.2,335.3,386.69,
1996-09-26,2374.65,2280.23,2157.22,2434.02,276.56,144.15,251.37,239.54,1053.88,292.2,365.72,484.98,474.98,380.28,335.47,387.06,
1996-09-27,2373.07,2285.58,2158.04,2431.63,276.07,144.16,252.1,239.97,1055.03,293.2,366.28,487.77,473.19,381.38,335.26,386.06,
1996-09-30,2393.95,2288.45,2165.88,2456.24,276.07,145.07,252.08,239.85,1053.29,293.53,366.53,490.94,474.2,382.31,336.53,387.71,
1996-10-01,2394.76,2280.84,2162.34,2458.37,276.59,144.06,252.2,240.82,1054.97,293.7,367.16,494.77,476.67,383.31,337.84,387.96,
1996-10-02,2407.16,2282.84,2165.32,2473.36,277.98,145.75,252.85,241.56,1058.19,294.8,367.86,499.38,478.38,386.34,339.69,388.58,
1996-10-03,2415.22,2287.95,2166.67,2483.1,277.84,145.03,253.49,241.56,1056.8,295.1,368.93,500.55,477.35,387.51,339.02,387.78,
1996-10-04,2431.91,2276.89,2181.16,2501.41,274.33,145.43,253.87,241.34,1058.76,294.84,370.07,505.69,480.56,389.29,340.07,389.67,
1996-10-07,2439.99,2289.36,2191.3,2508.87,274.78,145.54,254.03,241.85,1062.52,294.63,370.55,506.51,481.34,389.45,340.26,390.78,
1996-10-08,2442.85,2289.26,2200.64,2510.37,275.38,145.56,254.32,241.39,1062.03,295.96,370.64,506.16,481.81,389.66,339.95,391.19,
1996-10-09,2435.39,2285.83,2191.25,2503.17,275.24,145.27,254.34,241.25,1063.83,295.53,370.97,501.95,480.76,389.48,337.91,389.9,
1996-10-10,2430.53,2286.0,2191.52,2496.93,275.21,145.86,254.34,240.35,1062.62,294.98,370.16,500.25,478.49,387.85,335.28,387.42,
1996-10-11,2435.64,2286.97,2199.21,2501.62,274.46,146.6,254.71,240.29,1069.56,295.03,370.94,501.17,480.03,389.72,336.79,388.0,
1996-10-14,2440.88,2283.11,2202.48,2507.69,275.44,147.61,254.73,240.12,1076.48,294.49,371.97,502.96,479.85,390.47,337.69,389.17,
1996-10-15,2446.25,2283.37,2203.89,2514.17,276.25,147.12,255.63,240.45,1083.38,295.22,372.93,506.91,483.65,392.37,339.48,392.51,
1996-10-16,2430.35,2274.81,2196.58,2495.97,275.56,146.78,255.36,240.29,1084.24,294.85,373.34,505.72,480.61,389.43,336.99,391.36,
1996-10-17,2432.92,2285.07,2205.36,2496.83,276.43,146.74,255.6,240.65,1087.72,295.44,374.23,508.69,481.68,390.12,336.34,392.18,
1996-10-18,2438.52,2283.07,2202.45,2504.7,275.93,146.35,256.17,240.8,1093.86,295.7,373.79,510.8,482.33,392.19,338.07,394.22,
1996-10-21,2429.65,2280.68,2197.15,2494.74,276.05,145.37,256.09,240.87,1091.69,296.07,373.39,512.23,481.58,391.79,338.36,393.84,
1996-10-22,2422.52,2275.52,2193.6,2486.68,275.45,144.32,256.46,240.06,1088.91,296.39,373.09,511.08,479.52,391.0,335.86,392.26,
1996-10-23,2404.72,2278.26,2184.63,2466.01,272.75,144.58,255.83,239.41,1082.59,295.44,371.3,507.4,474.6,388.68,333.47,388.39,
1996-10-24,2409.42,2280.04,2184.52,2471.94,272.63,144.24,255.52,238.52,1083.7,295.2,370.98,506.49,473.78,388.34,332.66,386.56,
1996-10-25,2413.19,2275.29,2186.08,2476.56,272.61,144.62,255.49,238.57,1086.01,294.82,370.89,508.38,475.44,390.56,333.12,388.21,
1996-10-28,2415.26,2287.71,2183.38,2479.32,273.35,143.79,255.37,238.99,1085.9,294.69,370.76,509.6,476.28,390.27,335.48,387.56,
1996-10-29,2395.81,2284.33,2166.86,2458.51,272.57,142.98,254.51,238.16,1080.19,294.4,370.0,502.18,471.02,386.3,332.77,385.29,
1996-10-30,2391.32,2281.49,2165.88,2453.14,273.26,142.77,254.26,238.04,1079.12,294.27,370.17,499.46,469.57,384.06,331.3,383.53,
1996-10-31,2394.05,2286.92,2185.04,2452.01,273.98,143.35,254.34,238.19,1080.57,294.19,369.87,500.32,469.57,384.55,331.4,385.21,
1996-11-01,2402.71,2271.87,2191.17,2462.22,273.84,143.06,254.59,238.49,1084.86,294.04,370.78,501.05,469.6,385.1,331.52,385.41,
1996-11-04,2409.18,2277.49,2193.61,2469.66,275.6,142.57,254.41,238.4,1086.15,293.96,370.36,500.65,467.81,384.61,330.02,384.56,
1996-11-05,2426.59,2285.86,2203.26,2489.26,276.47,142.63,254.38,238.89,1086.35,293.91,370.89,503.92,470.47,387.21,331.83,386.81,
1996-11-06,2442.86,2298.02,2211.78,2507.48,277.29,144.52,254.7,238.84,1090.25,294.78,372.0,508.62,471.93,390.47,334.18,388.37,
1996-11-07,2438.87,2298.23,2202.97,2504.39,275.58,145.46,254.25,237.7,1086.61,295.06,371.59,506.08,465.63,389.01,332.06,386.3,
1996-11-08,2439.66,2298.47,2203.42,2505.27,275.77,146.39,254.75,238.14,1084.24,294.71,372.37,504.55,466.75,389.69,332.11,390.5,
1996-11-11,2445.86,2301.95,2201.25,2513.47,275.34,147.2,254.83,238.25,1087.46,295.03,372.76,505.77,466.83,389.35,331.7,390.14,
1996-11-12,2445.72,2305.65,2201.31,2513.13,276.73,147.12,255.09,238.43,1092.77,294.87,373.25,507.14,467.84,391.77,332.14,391.26,
1996-11-13,2443.97,2315.81,2195.8,2511.74,277.0,147.24,256.0,238.87,1093.74,295.59,374.21,507.28,467.27,393.41,332.79,391.61,
1996-11-14,2463.63,2325.9,2210.6,2532.93,275.98,147.85,256.44,238.65,1104.24,295.87,375.11,507.86,467.0,397.8,332.02,392.45,
1996-11-15,2486.73,2336.13,2223.15,2558.98,275.31,147.92,257.59,239.66,1116.16,296.49,376.2,511.49,470.85,399.14,333.76,396.97,
1996-11-18,2483.66,2334.93,2227.94,2554.07,275.85,147.6,257.88,239.59,1113.25,297.01,376.04,508.55,467.83,399.09,331.0,396.75,
1996-11-19,2486.55,2337.44,2233.56,2556.36,276.05,148.59,258.24,239.41,1112.76,296.85,375.62,512.26,470.15,399.13,331.57,396.61,
1996-11-20,2481.69,2340.38,2233.48,2550.11,276.23,148.77,258.67,239.77,1115.31,297.18,375.9,511.4,468.67,398.3,332.49,394.95,
1996-11-21,2469.43,2344.99,2223.55,2536.6,276.49,147.88,258.77,240.15,1117.29,297.21,376.64,510.2,468.48,397.85,333.5,394.12,
1996-11-22,2481.59,2363.24,2229.96,2549.84,277.49,148.53,259.3,240.17,1118.32,296.88,377.76,514.94,472.46,401.29,336.0,396.45,
1996-11-25,2485.4,2359.25,2231.8,2554.41,278.37,149.39,260.27,240.9,1122.2,297.67,379.01,519.51,474.49,404.26,338.05,398.96,
1996-11-26,2477.08,2360.53,2227.92,2544.68,277.95,149.52,260.81,240.87,1125.07,298.74,378.94,520.35,475.05,404.37,338.25,400.56,
1996-11-27,2460.78,2357.45,2224.45,2524.93,275.96,150.32,259.94,240.44,1121.3,299.17,378.21,519.22,471.59,401.59,336.48,397.17,
1996-11-28,2481.05,2358.61,2231.83,2548.92,276.56,150.32,260.5,240.88,1123.75,298.38,377.91,522.03,473.87,403.66,341.0,399.29,
1996-11-29,2492.21,2375.95,2244.42,2559.54,277.79,150.74,261.5,242.22,1125.92,298.49,379.6,522.51,476.72,407.07,344.02,401.49,
1996-12-02,2478.78,2368.71,2231.03,2545.82,278.46,150.56,262.21,243.91,1127.9,298.93,380.01,521.73,475.35,405.91,344.73,400.28,
1996-12-03,2504.46,2375.04,2241.71,2575.71,280.09,151.02,262.91,244.85,1131.75,300.95,380.98,526.45,479.95,409.4,349.21,403.71,
1996-12-04,2495.61,2371.93,2235.74,2565.96,278.34,151.15,262.35,244.63,1130.77,299.46,380.22,523.25,477.01,407.78,347.24,399.82,
1996-12-05,2498.06,2387.66,2239.83,2567.51,278.36,151.35,263.09,244.8,1131.8,300.03,380.83,526.23,478.2,409.1,350.54,398.88,
1996-12-06,2450.67,2363.94,2206.82,2515.79,274.34,149.67,260.19,241.14,1106.02,297.46,375.18,513.65,469.38,399.49,341.11,390.79,
1996-12-09,2473.97,2379.02,2229.53,2539.62,276.12,151.84,261.4,242.0,1116.38,298.39,377.0,520.73,476.2,403.27,346.96,394.41,
1996-12-10,2481.74,2392.59,2239.4,2546.7,278.12,152.62,262.21,242.67,1123.97,299.38,378.93,525.73,478.57,404.98,350.78,394.63,
1996-12-11,2464.85,2374.6,2235.29,2526.95,276.09,151.7,261.07,241.03,1114.27,298.79,376.94,520.38,472.43,399.69,344.07,390.81,
1996-12-12,2465.23,2380.12,2248.82,2524.18,276.96,150.46,260.95,240.78,1117.65,298.86,377.29,522.38,472.16,400.32,343.11,390.83,
1996-12-13,2454.67,2378.61,2242.28,2512.31,275.72,148.76,260.05,239.86,1107.97,298.87,375.19,518.59,468.91,397.29,339.01,388.6,
1996-12-16,2471.71,2383.06,2249.43,2532.13,277.36,147.21,260.88,240.74,1113.3,299.66,376.6,521.32,473.41,401.51,344.13,392.99,
1996-12-17,2459.89,2371.11,2243.2,2519.04,275.76,147.2,260.43,240.29,1107.05,299.85,375.95,515.62,470.2,399.48,339.71,391.54,
1996-12-18,2471.62,2369.26,2249.36,2532.6,275.05,148.78,261.32,241.56,1113.35,299.49,376.86,518.66,474.0,402.92,341.73,395.32,
1996-12-19,2475.76,2361.03,2249.19,2538.23,274.92,150.16,261.76,242.37,1117.56,299.53,377.92,520.87,477.74,405.11,340.7,398.96,
1996-12-20,2481.68,2366.66,2257.95,2543.55,275.45,150.64,262.98,243.87,1124.34,300.69,379.65,525.43,480.51,408.5,343.26,402.72,
1996-12-23,2475.19,2372.01,2254.83,2535.78,275.33,149.83,263.57,244.47,1128.29,300.88,379.56,523.5,481.86,409.14,342.52,403.83,
1996-12-24,2472.69,2366.78,2256.06,2532.56,275.61,150.24,263.89,244.78,1129.99,301.12,380.53,523.4,481.69,409.24,343.24,404.18,
1996-12-25,2472.69,2366.78,2256.06,2532.56,275.61,150.24,263.87,244.78,1129.99,301.12,380.53,523.4,481.69,409.24,343.24,404.18,
1996-12-26,2472.69,2366.78,2256.06,2532.56,275.66,149.98,263.92,245.05,1130.35,301.74,380.79,523.68,482.29,410.15,343.47,404.53,
1996-12-27,2501.08,2374.88,2266.43,2565.93,275.43,150.22,264.31,245.79,1136.41,302.64,381.85,527.72,483.98,410.52,344.36,404.54,
1996-12-30,2515.62,2385.36,2274.74,2582.07,277.53,151.31,265.11,246.55,1140.2,304.15,383.29,532.1,489.09,413.98,346.35,407.12,
1996-12-31,2511.88,2400.97,2277.34,2576.1,279.8,152.51,265.56,246.84,1141.72,305.16,384.7,531.28,489.49,413.46,346.13,407.37,
1997-01-01,2511.88,2400.97,2277.34,2576.1,279.8,152.51,265.55,246.81,1141.72,305.16,384.7,531.28,489.49,413.46,346.13,407.37,
1997-01-02,2511.88,2400.97,2277.34,2576.1,279.64,151.78,264.65,246.55,1138.63,304.48,383.87,522.8,484.04,408.38,342.9,402.02,
1997-01-03,2512.14,2375.85,2287.3,2575.21,282.5,152.74,266.22,248.38,1148.78,306.69,385.66,527.02,488.85,412.41,346.64,404.32,
1997-01-06,2506.22,2390.77,2299.79,2564.3,285.03,153.15,267.53,249.58,1156.48,307.46,388.05,528.7,490.73,413.68,347.86,405.59,
1997-01-07,2510.8,2409.01,2308.12,2567.5,285.8,153.74,268.78,250.24,1161.82,307.99,389.51,526.35,490.82,413.28,346.51,403.25,
1997-01-08,2527.06,2434.11,2332.94,2581.53,285.32,154.27,270.21,251.71,1177.17,309.38,392.41,525.24,494.86,416.5,347.74,404.39,
1997-01-09,2539.19,2458.21,2341.84,2593.93,286.73,154.92,270.95,252.0,1177.64,310.75,393.68,525.51,497.56,418.6,346.96,404.24,
1997-01-10,2526.61,2460.7,2328.22,2580.93,286.69,154.77,271.04,252.39,1175.36,311.46,394.44,523.56,495.64,418.54,345.91,402.22,
1997-01-13,2549.31,2476.31,2358.25,2602.34,289.13,155.06,273.65,255.73,1191.63,314.64,396.61,530.38,500.0,424.46,350.31,407.48,
1997-01-14,2555.41,2492.0,2362.6,2608.46,290.03,155.42,275.94,256.96,1198.62,316.81,398.49,534.41,501.62,430.57,351.21,412.09,
1997-01-15,2551.75,2499.25,2362.12,2603.63,290.02,155.0,277.23,257.1,1200.17,317.36,399.85,534.45,502.11,431.52,352.43,410.8,
1997-01-16,2568.85,2518.9,2383.29,2619.77,291.12,153.96,277.98,258.03,1215.32,317.72,401.98,537.17,505.27,436.31,352.48,411.33,
1997-01-17,2579.16,2529.47,2389.8,2630.94,293.22,154.42,279.09,259.08,1218.46,318.85,403.28,538.38,504.77,437.49,353.41,413.22,
1997-01-20,2574.67,2538.43,2386.91,2625.53,294.7,155.43,280.33,259.49,1224.66,318.54,404.38,538.08,504.81,437.56,352.68,412.51,
1997-01-21,2581.59,2533.18,2403.12,2630.89,293.49,156.4,280.85,258.7,1224.59,319.25,403.1,537.27,505.15,436.62,351.28,411.04,
1997-01-22,2638.67,2552.26,2423.68,2697.86,294.11,156.83,281.66,259.93,1236.58,319.91,405.29,549.68,509.17,441.34,355.34,413.69,
1997-01-23,2660.09,2541.7,2434.23,2723.07,295.57,156.76,282.35,261.41,1241.57,319.49,407.28,559.56,514.28,446.25,356.5,413.01,
1997-01-24,2639.55,2537.78,2434.57,2697.13,294.92,154.9,282.11,260.67,1236.73,318.68,407.0,553.87,509.37,442.95,354.22,405.8,
1997-01-27,2642.51,2539.85,2431.45,2701.49,294.2,153.98,282.19,260.56,1233.3,318.88,407.47,556.4,510.62,442.1,353.49,405.4,
1997-01-28,2676.67,2544.87,2442.69,2742.07,294.88,153.83,282.61,260.74,1234.73,319.5,408.21,560.04,513.77,444.09,354.74,410.48,
1997-01-29,2666.63,2546.23,2440.09,2729.88,293.72,153.69,282.43,260.53,1232.8,319.06,408.01,557.24,511.02,441.23,354.62,407.73,
1997-01-30,2689.38,2566.86,2448.29,2756.04,293.83,154.45,283.62,261.24,1238.27,320.23,408.89,562.68,513.52,445.06,354.02,410.06,
1997-01-31,2728.33,2579.38,2458.79,2802.56,298.51,154.44,284.98,263.08,1244.76,320.66,410.74,573.81,518.84,448.36,355.52,410.81,
1997-02-03,2737.26,2576.29,2465.72,2812.45,300.43,154.69,285.92,263.46,1253.18,320.92,411.33,572.09,520.08,448.08,354.51,409.92,
1997-02-04,2742.78,2580.59,2464.22,2819.59,300.11,154.35,286.51,264.27,1251.28,321.34,412.42,571.08,520.28,449.1,355.58,409.9,
1997-02-05,2750.03,2589.14,2470.42,2827.03,301.45,153.45,287.95,265.47,1254.0,323.37,413.39,571.79,521.78,453.17,358.98,413.87,
1997-02-06,2753.39,2587.45,2480.86,2829.04,302.74,152.65,289.0,265.94,1254.34,323.29,414.07,570.91,520.23,454.29,359.52,411.42,
1997-02-07,2783.25,2608.67,2511.54,2859.17,307.13,152.93,290.34,266.33,1259.07,324.35,415.91,576.58,525.97,461.56,363.37,414.44,
1997-02-10,2796.13,2598.78,2514.88,2875.12,308.99,152.13,291.43,267.69,1259.76,325.68,416.61,581.59,528.76,462.07,365.87,415.15,
1997-02-11,2808.04,2597.41,2521.84,2888.71,310.47,151.0,291.31,268.25,1260.22,325.42,416.74,585.44,526.2,462.22,367.07,419.26,
1997-02-12,2826.29,2596.47,2525.05,2911.13,311.3,152.56,291.77,269.29,1259.57,326.69,416.77,586.28,528.21,464.05,369.08,423.66,
1997-02-13,2824.34,2600.79,2527.27,2908.0,312.36,153.09,292.28,269.41,1261.91,327.06,416.57,589.83,531.01,465.74,370.11,427.16,
1997-02-14,2839.43,2621.95,2532.0,2925.18,313.32,152.46,292.88,270.31,1268.94,328.48,417.3,594.85,529.7,468.14,370.84,431.22,
1997-02-17,2866.19,2628.91,2541.2,2956.72,312.66,152.46,293.27,271.0,1277.88,327.67,418.05,595.03,527.67,469.94,372.3,436.0,
1997-02-18,2853.98,2641.45,2538.46,2941.37,313.98,153.15,293.7,271.6,1274.66,327.47,417.79,593.5,529.25,471.54,373.0,434.79,
1997-02-19,2870.95,2644.13,2538.25,2962.79,314.03,153.95,294.3,271.43,1262.34,327.84,418.07,600.08,530.83,471.44,371.46,434.79,
1997-02-20,2875.19,2646.2,2552.83,2964.83,314.41,153.05,294.4,271.34,1256.2,328.43,418.52,598.14,530.42,470.63,369.26,433.72,
1997-02-21,2871.24,2649.92,2551.58,2959.97,314.27,151.94,294.89,270.42,1255.9,328.48,418.25,596.72,529.36,468.79,368.41,431.95,
1997-02-24,2837.0,2636.34,2535.94,2920.66,314.25,152.0,295.0,269.85,1258.87,328.54,418.53,590.5,527.23,468.86,369.66,431.52,
1997-02-25,2861.52,2647.04,2553.44,2947.37,314.23,152.01,296.33,271.39,1268.07,329.53,419.79,595.84,531.32,474.05,373.92,436.12,
1997-02-26,2876.68,2650.47,2555.54,2965.95,314.23,150.63,297.16,271.22,1257.28,330.64,420.13,598.21,530.21,473.18,373.91,435.74,
1997-02-27,2870.13,2654.83,2558.91,2956.73,312.56,149.73,296.88,271.02,1255.12,330.58,421.12,599.53,529.79,473.45,377.5,436.63,
1997-02-28,2851.56,2653.1,2555.79,2933.99,310.49,149.3,296.3,270.18,1250.9,330.31,421.99,596.53,527.09,470.23,375.39,431.41,
1997-03-03,2837.99,2642.24,2553.55,2917.77,308.83,149.72,296.08,269.13,1245.65,329.66,422.34,595.2,528.73,469.29,374.65,429.79,
1997-03-04,2870.44,2657.29,2576.22,2953.19,308.41,150.38,297.15,271.51,1265.33,330.83,423.99,604.21,538.63,475.04,381.59,435.8,
1997-03-05,2890.83,2663.81,2592.77,2975.06,309.47,151.42,298.35,272.57,1273.99,331.38,425.3,604.34,543.16,476.28,384.23,436.95,
1997-03-06,2925.65,2689.29,2621.17,3011.78,311.14,151.73,300.07,274.3,1286.25,332.89,427.38,612.77,548.11,482.92,389.93,440.87,
1997-03-07,2938.44,2696.02,2612.5,3029.62,311.19,152.6,300.55,274.81,1284.58,333.64,427.84,616.75,548.25,483.67,387.46,442.13,
1997-03-10,2959.03,2722.49,2612.34,3054.64,310.61,153.73,301.61,275.15,1293.0,335.28,428.15,624.42,550.55,485.47,392.54,443.04,
1997-03-11,2960.32,2732.6,2630.0,3051.94,308.41,153.55,302.33,275.42,1293.35,337.33,429.36,624.51,553.97,486.98,392.56,443.71,
1997-03-12,2954.45,2729.49,2617.0,3047.52,306.56,152.74,301.66,274.66,1287.59,335.8,428.51,617.25,546.96,483.76,385.93,440.55,
1997-03-13,2922.7,2711.36,2611.81,3009.24,305.01,151.38,300.91,274.42,1282.46,334.76,427.29,609.51,541.24,480.42,384.91,439.14,
1997-03-14,2933.86,2711.09,2605.0,3024.87,305.94,151.54,300.21,273.93,1278.06,335.22,426.13,612.95,543.54,481.85,386.95,444.73,
1997-03-17,2891.84,2697.59,2594.78,2974.54,305.31,150.53,300.19,273.88,1272.13,335.75,425.94,604.5,538.06,474.67,382.09,437.29,
1997-03-18,2871.46,2695.39,2585.06,2951.02,302.02,150.05,299.03,271.58,1255.24,334.17,423.62,598.92,531.88,469.19,376.31,434.79,
1997-03-19,2879.5,2704.24,2594.06,2958.84,301.27,149.14,298.09,270.74,1253.94,332.02,423.69,597.72,533.67,466.53,377.08,434.69,
1997-03-20,2828.66,2689.03,2570.78,2900.31,297.49,148.52,295.36,268.48,1231.53,330.26,420.27,588.12,524.93,456.29,370.36,429.6,
1997-03-21,2854.64,2706.23,2575.68,2931.39,294.57,148.79,296.03,269.29,1239.22,330.12,421.05,593.49,528.5,458.88,372.78,433.27,
1997-03-24,2856.78,2708.43,2575.35,2934.09,293.69,147.47,295.46,268.64,1242.29,330.27,420.1,590.53,527.06,456.93,373.56,430.09,
1997-03-25,2887.96,2719.48,2592.43,2969.29,296.16,148.13,296.11,269.48,1248.35,331.59,421.23,597.54,532.12,465.64,375.31,435.96,
1997-03-26,2919.17,2712.47,2607.65,3005.65,298.58,149.06,296.93,270.42,1253.77,331.79,422.57,603.92,537.28,470.15,379.5,439.92,
1997-03-27,2946.25,2721.99,2636.16,3033.21,300.31,148.5,297.92,270.8,1257.84,331.96,423.7,607.76,538.78,472.33,379.96,442.63,
1997-03-28,2946.25,2721.99,2636.16,3033.21,300.51,148.5,298.15,271.1,1258.22,332.05,423.49,607.76,538.74,472.04,379.96,442.63,
1997-03-31,2946.25,2721.99,2636.16,3033.21,300.51,146.92,298.38,271.49,1258.24,331.91,423.51,607.76,538.74,471.74,379.96,442.57,
1997-04-01,2856.23,2660.15,2573.21,2935.78,294.77,146.69,293.92,267.87,1228.23,329.24,416.69,590.22,523.05,459.53,370.25,431.64,
1997-04-02,2851.59,2676.31,2580.9,2927.57,295.22,145.58,294.19,268.51,1227.78,328.51,417.19,586.61,522.26,457.92,369.28,430.1,
1997-04-03,2833.92,2662.74,2564.33,2909.44,293.86,144.75,293.33,267.37,1218.42,326.71,415.16,581.29,518.23,454.01,366.85,427.82,
1997-04-04,2836.53,2670.41,2564.87,2912.31,295.46,147.4,294.37,268.21,1221.1,328.81,415.44,582.71,519.73,457.16,369.19,428.74,
1997-04-07,2903.15,2691.75,2600.79,2987.74,297.16,149.5,296.29,270.48,1232.77,329.75,417.38,596.54,526.78,464.78,376.32,433.96,
1997-04-08,2898.96,2697.16,2613.96,2979.32,298.41,149.6,296.51,271.14,1233.38,329.37,417.78,594.7,526.38,464.8,375.88,435.29,
1997-04-09,2929.78,2715.87,2633.81,3013.14,301.13,150.23,297.3,272.84,1239.66,330.25,419.79,601.49,528.94,467.82,378.55,439.23,
1997-04-10,2926.88,2720.09,2638.15,3008.35,301.91,149.16,297.19,272.12,1237.44,330.07,420.65,604.16,529.03,466.68,376.42,440.27,
1997-04-11,2917.85,2719.83,2643.72,2995.7,301.83,146.95,297.62,272.18,1238.39,329.13,421.04,600.28,526.19,462.33,373.99,436.41,
1997-04-14,2906.88,2727.2,2635.79,2983.28,300.8,147.31,296.47,271.16,1229.09,328.05,420.02,595.52,522.82,458.94,370.31,434.13,
1997-04-15,2935.72,2747.67,2663.4,3012.83,303.41,148.18,297.36,272.82,1239.27,328.66,420.31,600.83,530.88,467.14,374.25,439.37,
1997-04-16,2927.32,2754.29,2657.55,3003.23,304.65,149.0,297.85,272.9,1238.15,329.59,420.95,602.16,531.97,467.68,375.79,439.52,
1997-04-17,2952.25,2769.86,2673.31,3030.65,304.11,149.74,298.4,273.3,1238.91,329.53,422.16,605.65,533.58,469.03,378.79,440.04,
1997-04-18,2969.22,2772.59,2680.0,3050.5,302.71,150.51,298.13,273.22,1236.07,328.74,421.41,605.28,531.65,470.04,376.28,440.64,
1997-04-21,2990.31,2767.0,2689.44,3075.31,303.05,148.91,298.2,274.63,1233.37,328.86,420.66,607.31,534.44,472.52,377.52,440.64,
1997-04-22,3006.44,2776.85,2702.64,3092.39,303.28,149.3,297.89,274.19,1241.99,327.58,420.58,610.38,535.9,471.18,377.07,441.5,
1997-04-23,3022.92,2785.82,2711.04,3111.01,304.35,150.03,299.17,275.48,1243.14,328.34,421.13,613.29,540.95,477.05,379.9,443.54,
1997-04-24,3051.18,2796.32,2719.62,3144.43,302.85,150.03,299.97,275.99,1236.5,328.07,420.7,615.28,541.14,481.49,380.31,445.36,
1997-04-25,3024.24,2799.13,2704.69,3113.54,302.36,148.83,299.85,274.89,1226.28,328.5,419.62,609.56,537.96,478.02,376.75,442.67,
1997-04-28,3037.56,2798.86,2708.53,3129.55,301.14,149.07,299.56,275.13,1218.3,328.39,419.34,612.77,538.71,479.71,375.52,444.29,
1997-04-29,3070.95,2801.63,2713.84,3170.49,300.58,150.88,300.17,274.88,1213.36,328.89,419.63,623.14,543.53,487.0,378.35,448.04,
1997-04-30,3094.65,2810.87,2726.87,3197.21,302.15,152.2,301.3,275.71,1210.5,328.58,420.55,630.71,546.38,489.32,380.3,448.84,
1997-05-01,3094.65,2810.87,2726.87,3197.21,302.22,153.34,301.43,275.59,1216.07,328.98,420.9,629.62,547.96,490.64,380.85,450.17,
1997-05-02,3127.47,2822.42,2750.8,3232.96,302.89,157.24,302.6,276.17,1213.94,329.64,421.84,634.25,550.96,492.88,383.03,452.65,
1997-05-05,3170.56,2849.37,2772.33,3281.6,303.5,161.04,303.24,277.39,1225.23,329.65,422.8,638.22,554.27,497.3,386.44,456.13,
1997-05-06,3150.77,2854.28,2768.32,3257.27,303.32,161.02,303.99,278.03,1236.63,328.85,423.02,638.96,559.09,501.1,388.35,456.5,
1997-05-07,3167.28,2847.21,2774.26,3277.11,304.33,159.81,304.72,277.75,1238.34,328.43,423.14,638.63,558.29,502.44,386.97,456.94,
1997-05-08,3167.28,2847.21,2774.26,3277.11,304.03,160.3,305.03,277.48,1237.42,328.19,422.9,639.81,554.68,507.8,387.25,458.55,
1997-05-09,3167.99,2852.18,2774.25,3277.81,305.03,160.96,306.41,278.52,1236.42,328.86,423.09,638.15,556.35,513.78,387.92,457.62,
