,SPI Index,SPI19 Index,SMCI Index,SPI21 Index,MXEU0MT Index,MXEU0CS Index,MXEU0IN Index,MXEU0CD Index,MXEU0HC Index,MXEU0FN Index,EURCHF Curncy
1996-01-04,2182.67,2184.72,2049.35,2219.26,79.92,50.42,73.95,61.97,46.9,48.0,
1996-01-05,2175.09,2181.0,2054.88,2208.69,79.57,50.23,73.81,61.67,46.77,47.71,
1996-01-08,2176.68,2194.96,2071.98,2206.46,79.33,50.39,74.18,61.86,46.79,47.74,
1996-01-09,2174.13,2204.0,2077.84,2201.63,79.55,50.28,74.24,61.78,46.35,47.53,
1996-01-10,2149.15,2179.43,2068.74,2173.13,79.05,49.87,73.83,61.45,45.64,47.24,
1996-01-11,2130.16,2168.66,2059.34,2151.69,78.79,49.62,73.72,61.12,45.27,47.01,
1996-01-12,2139.84,2185.83,2068.78,2161.15,79.11,49.81,74.14,61.42,45.28,47.2,
1996-01-15,2108.88,2174.12,2056.72,2125.24,79.06,49.93,74.21,61.62,45.02,47.07,
1996-01-16,2119.86,2168.67,2058.18,2138.97,79.67,50.47,74.68,62.43,45.65,47.44,
1996-01-17,2104.4,2173.25,2057.97,2119.38,79.3,50.53,74.53,62.67,45.54,47.38,
1996-01-18,2123.02,2170.89,2061.76,2142.09,79.6,50.67,74.82,63.17,46.08,47.83,
1996-01-19,2123.28,2180.23,2070.59,2140.15,79.87,50.75,75.22,63.62,46.2,48.05,
1996-01-22,2123.44,2186.03,2067.76,2140.72,79.74,50.77,75.1,63.43,46.43,47.86,
1996-01-23,2105.53,2178.41,2059.24,2120.31,79.46,50.73,74.62,63.15,46.07,47.55,
1996-01-24,2106.07,2175.54,2062.02,2121.13,80.04,51.0,75.28,63.76,46.34,47.73,
1996-01-25,2102.23,2178.98,2072.13,2113.38,79.83,50.71,75.34,63.99,46.35,47.63,
1996-01-26,2090.48,2180.26,2062.62,2100.58,79.79,50.41,75.35,63.99,46.09,47.61,
1996-01-29,2093.71,2184.95,2060.75,2104.85,80.19,50.43,75.41,64.01,46.22,47.54,
1996-01-30,2115.35,2189.01,2068.53,2130.25,80.66,50.54,76.04,64.44,46.72,47.75,
1996-01-31,2122.27,2201.89,2083.74,2135.18,81.31,50.96,76.7,64.92,47.3,48.21,
1996-02-01,2144.07,2219.13,2104.54,2157.46,81.78,50.99,76.71,64.72,47.4,48.29,
1996-02-02,2141.19,2219.35,2114.42,2151.72,82.29,50.91,77.06,64.96,47.5,48.18,
1996-02-05,2114.47,2208.86,2099.26,2121.76,81.31,50.32,76.35,64.4,46.81,47.52,
1996-02-06,2130.88,2216.81,2107.74,2140.27,81.67,50.42,76.88,64.45,46.99,47.62,
1996-02-07,2135.16,2218.75,2110.92,2144.9,82.1,50.52,77.09,64.43,46.94,47.56,
1996-02-08,2124.75,2214.97,2104.27,2133.37,81.25,50.27,76.84,64.2,47.02,47.24,
1996-02-09,2121.25,2207.96,2098.86,2130.42,81.09,50.33,76.61,64.12,47.15,47.19,
1996-02-12,2125.58,2209.85,2097.31,2136.12,81.23,50.31,76.81,64.23,47.21,47.26,
1996-02-13,2129.41,2208.9,2096.44,2141.16,81.35,50.41,77.17,64.83,47.55,47.52,
1996-02-14,2132.52,2214.38,2095.47,2145.05,80.85,50.19,76.76,64.53,47.42,47.29,
1996-02-15,2135.17,2216.82,2096.38,2148.1,81.12,50.29,76.98,65.0,47.55,47.67,
1996-02-16,2136.41,2222.93,2092.49,2150.24,80.82,50.24,76.83,65.09,47.5,47.6,
1996-02-19,2128.24,2227.41,2084.31,2141.52,80.31,49.88,76.18,64.55,47.2,47.17,
1996-02-20,2115.21,2230.89,2082.63,2125.34,80.11,49.49,75.72,64.09,46.86,46.82,
1996-02-21,2118.0,2228.69,2081.93,2129.09,80.3,49.54,75.91,64.16,47.1,46.84,
1996-02-22,2126.21,2235.86,2089.51,2137.51,81.36,49.67,76.6,64.85,47.48,47.09,
1996-02-23,2143.94,2244.19,2095.02,2158.3,82.08,49.76,77.13,65.1,47.97,47.36,
1996-02-26,2144.72,2243.58,2094.95,2159.32,81.81,49.55,76.83,64.68,47.83,46.93,
1996-02-27,2150.17,2237.23,2094.29,2166.59,82.31,49.92,77.06,65.08,47.98,47.08,
1996-02-28,2178.76,2249.16,2107.56,2199.25,83.17,50.39,77.69,65.54,48.28,47.6,
1996-02-29,2177.74,2248.36,2115.74,2196.24,83.17,50.26,77.58,65.61,48.05,47.55,
1996-03-01,2193.81,2246.11,2127.74,2213.98,83.54,50.56,78.14,66.15,48.27,47.99,
1996-03-04,2200.02,2246.75,2129.75,2221.35,83.8,50.76,78.16,66.41,48.44,48.02,
1996-03-05,2191.53,2243.14,2129.84,2210.79,84.03,50.68,78.0,66.58,48.52,47.85,
1996-03-06,2204.73,2241.27,2126.97,2228.1,83.98,50.69,77.68,66.52,48.16,47.67,
1996-03-07,2287.37,2240.99,2132.29,2330.96,86.8,50.79,77.62,66.96,49.64,47.5,
1996-03-08,2272.98,2237.3,2134.12,2312.6,85.91,50.31,76.86,66.11,49.29,46.95,
1996-03-11,2243.05,2228.2,2109.82,2280.51,85.33,49.88,76.08,65.59,48.46,46.15,
1996-03-12,2262.13,2235.17,2124.27,2301.15,86.19,49.92,76.34,65.89,48.54,45.87,
1996-03-13,2271.62,2240.11,2129.52,2311.77,86.51,50.34,76.5,66.06,48.18,45.77,
1996-03-14,2282.98,2244.99,2136.14,2324.45,86.95,50.48,77.07,66.48,48.71,46.15,
1996-03-15,2275.25,2255.2,2137.57,2314.0,86.95,50.2,77.06,66.42,48.19,45.83,
1996-03-18,2286.29,2246.81,2141.37,2327.42,87.52,50.56,77.39,66.78,48.49,46.15,
1996-03-19,2299.18,2260.85,2152.32,2340.72,88.47,50.95,77.87,66.95,48.78,46.39,
1996-03-20,2304.54,2263.43,2161.02,2345.5,88.24,51.1,77.79,66.93,48.71,46.44,
1996-03-21,2316.61,2265.79,2160.17,2360.78,88.19,50.89,77.65,67.25,49.32,46.68,
1996-03-22,2327.55,2255.93,2175.44,2371.68,88.63,50.73,77.65,67.42,49.63,46.7,
1996-03-25,2342.52,2266.61,2182.16,2388.64,88.54,50.84,77.3,67.5,49.8,46.67,
1996-03-26,2333.23,2261.2,2177.59,2378.14,87.94,50.84,76.79,67.07,49.87,46.37,
1996-03-27,2339.85,2274.32,2190.11,2383.26,88.53,51.29,77.25,67.47,49.98,46.6,
1996-03-28,2322.62,2266.87,2180.74,2363.87,88.14,50.94,77.06,67.79,49.46,46.39,
1996-03-29,2325.46,2265.51,2190.6,2365.4,88.28,51.23,77.23,68.32,49.45,46.43,
1996-04-01,2330.25,2272.68,2194.45,2370.31,88.26,51.46,77.3,68.62,49.57,46.67,
1996-04-02,2329.4,2279.1,2199.37,2367.91,88.53,51.41,77.42,68.92,49.77,46.91,
1996-04-03,2309.66,2283.04,2199.31,2342.9,88.12,51.28,77.19,68.83,49.42,46.73,
1996-04-04,2312.99,2286.17,2206.03,2345.53,88.33,51.52,77.34,69.38,49.63,46.96,
1996-04-05,2312.99,2286.17,2206.03,2345.53,88.33,51.52,77.32,69.35,49.63,46.92,
1996-04-08,2312.99,2286.17,2206.03,2345.53,88.31,51.51,77.31,69.35,49.63,46.91,
1996-04-09,2301.72,2275.69,2194.66,2334.2,88.2,51.43,77.39,69.68,49.38,47.03,
1996-04-10,2304.96,2272.35,2195.4,2338.26,89.33,51.7,78.09,70.42,49.18,47.31,
1996-04-11,2284.21,2257.74,2184.83,2315.0,89.0,51.36,77.92,70.13,48.43,46.9,
1996-04-12,2290.32,2265.05,2188.62,2321.58,88.99,51.56,78.31,70.21,48.33,46.92,
1996-04-15,2295.62,2249.98,2183.55,2329.97,89.5,51.76,78.9,70.61,48.71,47.26,
1996-04-16,2308.96,2279.87,2197.74,2342.49,90.17,52.18,79.2,71.19,48.9,47.43,
1996-04-17,2307.45,2291.31,2197.02,2340.27,90.37,52.0,78.97,70.77,48.76,47.09,
1996-04-18,2310.99,2307.76,2190.96,2345.34,90.71,52.07,79.23,71.09,48.93,47.1,
1996-04-19,2323.45,2327.35,2196.39,2359.07,91.1,52.33,79.69,71.68,49.5,47.43,
1996-04-22,2350.65,2332.8,2217.3,2388.63,91.74,52.69,80.11,72.09,49.7,47.86,
1996-04-23,2339.94,2321.16,2219.08,2375.23,91.41,52.59,79.97,71.75,49.5,47.61,
1996-04-24,2351.47,2330.57,2226.56,2387.76,91.56,52.76,80.06,72.03,49.58,47.59,
1996-04-25,2350.01,2334.98,2220.36,2387.06,91.4,52.66,80.19,71.88,49.33,47.62,
1996-04-26,2368.77,2348.81,2241.27,2405.64,91.59,52.91,80.41,71.96,49.56,47.91,
1996-04-29,2353.19,2346.64,2225.2,2389.55,90.54,52.62,79.81,71.42,49.47,47.63,
1996-04-30,2352.06,2289.21,2228.92,2386.98,90.42,52.78,79.64,71.66,49.54,47.72,
1996-05-01,2352.06,2289.21,2228.92,2386.98,90.41,52.73,79.62,71.49,49.71,47.73,
1996-05-02,2342.23,2217.72,2223.63,2376.04,90.07,52.93,79.56,71.29,49.53,47.55,
1996-05-03,2328.03,2275.44,2214.54,2360.37,89.42,52.51,78.94,70.47,48.58,47.33,
1996-05-06,2314.71,2323.55,2208.03,2345.69,89.31,52.51,79.02,70.32,48.41,47.37,
1996-05-07,2312.8,2323.19,2214.78,2341.84,89.24,52.54,79.0,70.4,47.96,47.25,
1996-05-08,2284.2,2319.39,2203.3,2308.39,88.65,52.37,78.6,70.18,47.5,46.9,
1996-05-09,2276.31,2326.74,2199.22,2299.0,88.56,52.48,78.8,70.27,47.36,46.94,
1996-05-10,2296.35,2331.54,2211.08,2321.52,88.64,52.85,79.15,70.7,47.71,47.23,
1996-05-13,2301.9,2338.41,2209.04,2328.67,88.48,52.76,79.18,70.68,47.81,47.21,
1996-05-14,2315.34,2346.83,2210.56,2344.94,89.22,52.92,79.47,71.29,48.07,47.52,
1996-05-15,2310.07,2350.21,2207.49,2338.8,89.47,52.98,79.58,71.29,48.19,47.55,
1996-05-16,2310.07,2350.21,2207.49,2338.8,89.27,52.84,79.22,70.95,48.68,47.48,
1996-05-17,2319.6,2350.91,2209.4,2350.38,89.77,53.08,79.63,71.41,49.04,47.8,
1996-05-20,2312.33,2351.96,2201.65,2342.84,90.16,53.0,79.67,71.72,49.2,47.6,
1996-05-21,2313.42,2352.51,2204.76,2343.52,90.19,53.18,79.87,72.16,49.4,47.65,
1996-05-22,2289.77,2354.94,2187.72,2317.24,89.71,53.22,79.64,71.76,48.92,47.23,
1996-05-23,2290.15,2354.24,2191.28,2316.99,89.69,53.4,79.73,71.82,48.81,47.11,
1996-05-24,2306.14,2365.3,2203.26,2334.11,89.69,53.49,79.61,71.73,48.82,47.21,
1996-05-27,2306.14,2365.3,2203.26,2334.11,89.68,53.5,79.62,71.75,48.82,47.23,
1996-05-28,2313.77,2372.02,2214.56,2341.02,89.67,53.7,79.89,71.96,49.1,47.37,
1996-05-29,2300.62,2373.58,2213.29,2324.64,89.26,53.57,79.79,71.99,48.98,47.31,
1996-05-30,2287.34,2356.7,2201.03,2311.24,88.67,53.14,79.24,71.62,48.65,46.94,
1996-05-31,2299.26,2359.73,2209.5,2324.33,89.06,53.42,79.38,71.96,48.74,47.12,
1996-06-03,2291.75,2359.61,2195.7,2317.82,88.81,53.32,79.09,71.89,48.56,46.92,
1996-06-04,2303.76,2363.05,2198.29,2332.27,89.02,53.61,79.43,72.04,48.87,47.19,
1996-06-05,2315.38,2364.82,2201.3,2346.21,88.93,53.87,79.35,72.05,48.83,47.34,
1996-06-06,2327.87,2379.86,2208.85,2359.7,89.07,53.98,79.74,72.24,49.15,47.39,
1996-06-07,2308.03,2370.23,2199.83,2337.0,88.32,53.49,79.07,71.67,48.52,46.79,
1996-06-10,2324.15,2373.46,2213.49,2354.27,88.76,53.84,79.47,72.19,48.79,47.12,
1996-06-11,2322.25,2360.07,2203.09,2354.69,88.89,54.09,79.42,72.39,48.95,47.19,
1996-06-12,2334.66,2373.6,2202.29,2369.95,89.17,54.22,79.56,72.65,49.03,47.25,
1996-06-13,2337.05,2376.71,2199.32,2373.46,89.64,54.03,79.26,72.53,49.08,47.04,
1996-06-14,2330.5,2379.96,2199.02,2365.12,89.42,53.87,79.09,72.48,49.05,46.83,
1996-06-17,2333.47,2376.95,2196.68,2369.5,89.5,53.9,79.14,72.55,49.29,46.87,
1996-06-18,2348.1,2372.16,2203.01,2386.82,89.62,53.86,78.99,72.48,49.31,47.11,
1996-06-19,2354.44,2370.87,2202.79,2394.93,89.92,53.91,78.75,72.64,49.2,47.1,
1996-06-20,2361.56,2373.25,2208.52,2402.57,89.59,53.72,78.51,72.37,49.17,46.72,
1996-06-21,2377.81,2380.11,2210.23,2422.42,89.56,53.92,78.53,72.45,49.45,46.69,
1996-06-24,2386.83,2379.05,2208.22,2434.29,90.02,54.2,78.76,72.55,49.5,46.81,
1996-06-25,2385.59,2366.11,2209.34,2433.05,89.75,54.19,78.54,72.3,49.21,46.81,
1996-06-26,2400.48,2366.18,2219.21,2449.72,89.88,54.17,78.63,72.28,49.56,47.04,
1996-06-27,2389.54,2358.68,2214.59,2437.22,89.35,54.09,78.31,71.95,49.49,46.78,
1996-06-28,2407.04,2370.14,2222.93,2457.03,89.79,54.49,78.56,72.31,49.86,47.26,
1996-07-01,2404.49,2369.35,2214.96,2455.6,89.78,54.71,78.59,72.23,49.96,47.35,
1996-07-02,2415.55,2363.45,2216.73,2469.37,89.79,54.67,78.53,71.96,49.81,47.58,
1996-07-03,2417.58,2360.73,2214.19,2472.59,89.48,54.9,78.35,71.78,49.84,47.48,
1996-07-04,2425.53,2361.29,2212.46,2482.96,89.9,55.35,78.69,72.1,50.26,47.78,
1996-07-05,2406.49,2358.57,2209.86,2459.64,89.55,55.01,78.41,71.88,49.91,47.48,
1996-07-08,2404.34,2341.72,2201.38,2459.43,88.9,54.88,77.89,71.66,49.7,47.27,
1996-07-09,2425.58,2337.35,2203.95,2485.79,89.32,55.0,78.06,71.85,49.98,47.49,
1996-07-10,2432.32,2339.99,2205.06,2493.95,89.45,54.96,77.81,71.97,50.14,47.71,
1996-07-11,2443.87,2345.36,2207.23,2507.83,89.23,54.69,77.51,71.32,50.2,47.8,
1996-07-12,2427.74,2336.83,2198.38,2489.77,88.76,54.32,76.7,70.63,49.74,47.53,
1996-07-15,2408.97,2331.76,2188.74,2468.42,88.47,53.95,76.34,70.02,49.42,47.24,
1996-07-16,2359.27,2296.83,2147.84,2416.06,86.58,52.91,74.83,68.59,48.47,46.36,
1996-07-17,2348.85,2285.97,2137.14,2405.3,86.55,52.87,75.18,68.86,48.6,46.56,
1996-07-18,2346.4,2288.34,2136.62,2402.63,86.8,53.17,75.23,69.27,48.67,47.05,
1996-07-19,2352.94,2297.27,2141.68,2409.42,87.03,53.22,75.45,69.48,49.01,47.35,
1996-07-22,2297.39,2281.72,2108.64,2347.24,85.51,52.42,74.64,68.58,48.28,46.75,
1996-07-23,2306.09,2275.72,2103.32,2359.61,85.57,52.71,74.76,68.89,48.72,47.04,
1996-07-24,2240.7,2259.13,2064.9,2286.25,84.04,52.05,73.59,67.94,47.44,46.36,
1996-07-25,2275.19,2266.12,2082.48,2325.61,84.64,52.51,74.37,68.17,48.04,46.85,
1996-07-26,2275.49,2270.03,2087.48,2324.73,84.96,52.39,74.2,68.0,47.94,46.8,
1996-07-29,2283.14,2261.95,2083.53,2335.55,85.08,52.51,74.42,68.15,48.1,46.85,
1996-07-30,2264.86,2258.2,2070.62,2315.49,84.6,52.4,74.27,67.93,47.97,46.74,
1996-07-31,2251.89,2251.17,2069.04,2299.74,84.96,52.85,74.7,68.47,48.04,47.32,
1996-08-01,2251.89,2251.17,2069.04,2299.74,85.09,53.16,75.13,69.08,48.26,47.77,
1996-08-02,2307.09,2267.93,2065.58,2369.49,85.96,53.83,75.7,69.67,49.38,48.46,
1996-08-05,2321.26,2263.28,2092.92,2381.5,86.26,53.73,75.8,69.7,49.5,48.65,
1996-08-06,2328.68,2267.38,2098.54,2389.46,86.11,53.56,75.63,69.72,49.33,48.6,
1996-08-07,2349.34,2285.29,2109.52,2412.42,86.54,53.84,76.04,69.91,49.48,48.96,
1996-08-08,2345.93,2296.75,2110.82,2407.41,87.2,53.86,76.43,69.87,49.35,48.87,
1996-08-09,2339.85,2290.29,2097.46,2402.93,87.01,53.68,76.21,69.79,49.37,48.68,
1996-08-12,2328.21,2288.56,2099.82,2387.79,86.84,53.6,75.98,69.81,49.07,48.57,
1996-08-13,2332.53,2288.39,2105.44,2392.02,87.15,53.78,76.17,69.97,49.38,48.78,
1996-08-14,2341.92,2291.35,2108.07,2403.16,87.56,53.88,76.2,70.15,49.67,48.74,
1996-08-15,2338.07,2290.82,2106.87,2398.59,87.94,53.9,76.25,70.19,49.52,48.87,
1996-08-16,2351.81,2290.35,2114.02,2403.82,88.39,54.16,76.49,70.49,49.67,49.15,
1996-08-19,2349.08,2288.75,2119.15,2409.85,88.44,54.22,76.49,70.63,49.74,48.87,
1996-08-20,2365.68,2293.88,2125.76,2429.13,88.61,54.58,76.87,71.07,50.27,49.08,
1996-08-21,2359.64,2288.1,2126.61,2421.55,88.16,54.36,76.51,70.65,50.43,48.77,
1996-08-22,2376.5,2287.36,2138.14,2440.29,88.85,54.65,77.09,71.02,50.85,48.95,
1996-08-23,2382.2,2294.06,2146.33,2445.42,89.23,54.69,77.13,71.37,50.98,48.94,
1996-08-26,2376.46,2285.56,2151.03,2437.46,89.28,54.55,77.04,71.28,50.9,48.8,
1996-08-27,2380.47,2285.46,2148.54,2443.08,89.74,54.63,77.2,71.57,50.83,48.9,
1996-08-28,2366.29,2286.99,2149.95,2424.82,89.23,54.66,77.45,71.62,50.73,48.94,
1996-08-29,2361.03,2288.37,2144.41,2419.37,88.58,54.15,77.08,71.14,50.61,48.72,
1996-08-30,2342.99,2298.66,2144.99,2395.95,88.18,53.85,76.86,70.76,50.27,48.22,
1996-09-02,2346.37,2292.74,2137.98,2402.07,88.43,53.91,77.05,70.73,50.4,48.13,
1996-09-03,2327.78,2286.2,2122.59,2382.25,87.81,53.52,76.47,70.21,50.03,47.67,
1996-09-04,2335.24,2275.17,2128.48,2390.78,88.58,53.76,77.02,70.74,50.14,48.02,
1996-09-05,2325.9,2268.4,2105.31,2384.49,88.6,53.95,77.14,70.92,50.55,47.93,
1996-09-06,2332.73,2273.94,2110.22,2391.83,88.68,54.19,77.08,71.25,50.66,47.99,
1996-09-09,2360.66,2267.31,2139.54,2420.8,89.43,54.48,77.69,71.64,50.86,48.52,
1996-09-10,2366.93,2270.16,2141.81,2428.13,89.92,54.87,78.14,71.76,50.92,48.74,
1996-09-11,2356.47,2267.06,2137.89,2415.87,89.47,54.59,77.9,71.54,50.72,48.6,
1996-09-12,2361.97,2276.57,2148.32,2420.1,89.9,55.12,78.45,71.95,50.97,48.8,
1996-09-13,2379.45,2281.1,2160.53,2439.33,90.46,55.02,78.98,72.62,51.5,49.23,
1996-09-16,2384.0,2282.94,2166.1,2443.75,91.14,54.96,79.22,72.8,51.74,49.64,
1996-09-17,2366.72,2282.35,2157.94,2423.71,90.79,54.59,79.03,72.47,51.46,49.52,
1996-09-18,2365.47,2283.85,2153.89,2423.0,90.45,54.34,78.9,72.1,51.2,49.46,
1996-09-19,2368.34,2288.2,2155.95,2426.01,90.43,54.68,78.94,72.24,51.39,49.54,
1996-09-20,2368.41,2283.27,2154.82,2426.54,90.8,54.69,79.11,72.35,51.29,49.48,
1996-09-23,2334.28,2277.69,2139.02,2387.04,89.81,54.29,78.31,71.8,50.63,49.09,
1996-09-24,2349.39,2276.06,2140.93,2405.84,90.13,54.46,78.46,71.8,50.87,49.16,
1996-09-25,2370.79,2276.29,2150.01,2430.93,90.81,54.92,79.23,72.05,51.3,49.71,
1996-09-26,2374.65,2280.23,2157.22,2434.02,90.94,55.0,79.57,72.07,51.48,49.72,
1996-09-27,2373.07,2285.58,2158.04,2431.63,90.95,54.88,79.59,72.27,51.86,49.88,
1996-09-30,2393.95,2288.45,2165.88,2456.24,91.21,55.17,79.76,72.7,52.28,50.0,
1996-10-01,2394.76,2280.84,2162.34,2458.37,91.62,55.24,80.21,72.98,52.76,50.13,
1996-10-02,2407.16,2282.84,2165.32,2473.36,92.07,55.4,80.64,73.1,53.28,50.5,
1996-10-03,2415.22,2287.95,2166.67,2483.1,91.87,55.33,80.51,73.16,53.43,50.63,
1996-10-04,2431.91,2276.89,2181.16,2501.41,92.19,55.58,80.96,73.32,53.96,50.87,
1996-10-07,2439.99,2289.36,2191.3,2508.87,92.18,55.76,81.07,73.36,54.0,50.88,
1996-10-08,2442.85,2289.26,2200.64,2510.37,92.06,55.88,81.13,73.44,53.97,50.9,
1996-10-09,2435.39,2285.83,2191.25,2503.17,91.5,55.64,80.99,73.28,53.38,50.91,
1996-10-10,2430.53,2286.0,2191.52,2496.93,90.77,55.31,80.6,73.06,53.26,50.66,
1996-10-11,2435.64,2286.97,2199.21,2501.62,91.22,55.4,80.89,73.51,53.32,50.94,
1996-10-14,2440.88,2283.11,2202.48,2507.69,91.44,55.51,80.96,73.55,53.49,51.05,
1996-10-15,2446.25,2283.37,2203.89,2514.17,91.97,56.05,81.66,74.15,53.92,51.29,
1996-10-16,2430.35,2274.81,2196.58,2495.97,91.34,55.76,81.11,73.89,53.75,50.91,
1996-10-17,2432.92,2285.07,2205.36,2496.83,91.05,55.88,81.24,74.21,54.04,51.02,
1996-10-18,2438.52,2283.07,2202.45,2504.7,91.4,56.17,81.42,74.73,54.18,51.27,
1996-10-21,2429.65,2280.68,2197.15,2494.74,91.34,56.08,81.2,74.99,54.29,51.24,
1996-10-22,2422.52,2275.52,2193.6,2486.68,90.72,55.85,80.9,74.71,54.2,51.2,
1996-10-23,2404.72,2278.26,2184.63,2466.01,90.04,55.33,80.11,73.76,53.76,50.91,
1996-10-24,2409.42,2280.04,2184.52,2471.94,89.83,55.06,79.93,73.32,53.69,50.87,
1996-10-25,2413.19,2275.29,2186.08,2476.56,89.9,55.22,80.13,73.23,53.95,51.18,
1996-10-28,2415.26,2287.71,2183.38,2479.32,90.47,55.1,80.31,73.47,53.94,51.15,
1996-10-29,2395.81,2284.33,2166.86,2458.51,89.77,54.78,79.45,72.85,53.12,50.64,
1996-10-30,2391.32,2281.49,2165.88,2453.14,89.33,54.53,79.35,72.7,52.77,50.37,
1996-10-31,2394.05,2286.92,2185.04,2452.01,89.39,54.72,79.42,72.81,52.93,50.44,
1996-11-01,2402.71,2271.87,2191.17,2462.22,89.34,54.7,79.41,72.77,52.99,50.52,
1996-11-04,2409.18,2277.49,2193.61,2469.66,88.93,54.62,79.16,72.37,52.9,50.47,
1996-11-05,2426.59,2285.86,2203.26,2489.26,89.45,55.01,79.64,72.55,53.25,50.82,
1996-11-06,2442.86,2298.02,2211.78,2507.48,90.1,55.24,79.94,73.45,53.75,51.25,
1996-11-07,2438.87,2298.23,2202.97,2504.39,89.5,54.98,79.01,73.3,53.33,51.06,
1996-11-08,2439.66,2298.47,2203.42,2505.27,89.51,55.56,79.14,73.27,53.19,51.16,
1996-11-11,2445.86,2301.95,2201.25,2513.47,89.39,55.6,79.28,73.2,53.3,51.14,
1996-11-12,2445.72,2305.65,2201.31,2513.13,89.54,55.84,79.4,73.8,53.4,51.46,
1996-11-13,2443.97,2315.81,2195.8,2511.74,89.59,55.87,79.27,73.88,53.31,51.67,
1996-11-14,2463.63,2325.9,2210.6,2532.93,89.48,55.97,79.22,73.75,53.37,52.05,
1996-11-15,2486.73,2336.13,2223.15,2558.98,90.14,56.61,79.7,74.09,53.76,52.43,
1996-11-18,2483.66,2334.93,2227.94,2554.07,89.44,56.57,79.3,73.56,53.53,52.41,
1996-11-19,2486.55,2337.44,2233.56,2556.36,89.61,56.58,79.67,73.67,53.95,52.44,
1996-11-20,2481.69,2340.38,2233.48,2550.11,89.8,56.38,79.51,73.67,53.82,52.3,
1996-11-21,2469.43,2344.99,2223.55,2536.6,90.03,56.32,79.54,73.73,53.65,52.24,
1996-11-22,2481.59,2363.24,2229.96,2549.84,90.75,56.67,80.02,74.35,54.26,52.7,
1996-11-25,2485.4,2359.25,2231.8,2554.41,91.23,57.06,80.29,75.08,54.76,53.09,
1996-11-26,2477.08,2360.53,2227.92,2544.68,91.31,57.29,80.47,75.15,54.8,53.09,
1996-11-27,2460.78,2357.45,2224.45,2524.93,90.89,56.83,80.03,74.55,54.76,52.72,
1996-11-28,2481.05,2358.61,2231.83,2548.92,91.94,57.11,80.41,75.05,55.06,52.95,
1996-11-29,2492.21,2375.95,2244.42,2559.54,92.78,57.43,80.96,75.77,54.99,53.41,
1996-12-02,2478.78,2368.71,2231.03,2545.82,92.95,57.34,80.81,75.52,54.81,53.25,
1996-12-03,2504.46,2375.04,2241.71,2575.71,94.02,57.85,81.64,76.36,55.35,53.7,
1996-12-04,2495.61,2371.93,2235.74,2565.96,93.42,57.33,81.13,75.62,55.02,53.47,
1996-12-05,2498.06,2387.66,2239.83,2567.51,94.3,57.26,81.23,75.47,55.21,53.64,
1996-12-06,2450.67,2363.94,2206.82,2515.79,91.76,56.1,79.71,73.57,54.01,52.37,
1996-12-09,2473.97,2379.02,2229.53,2539.62,93.36,56.62,80.81,74.43,54.69,52.91,
1996-12-10,2481.74,2392.59,2239.4,2546.7,94.39,56.59,81.2,74.67,55.09,53.16,
1996-12-11,2464.85,2374.6,2235.29,2526.95,92.56,56.05,80.18,73.5,54.44,52.46,
1996-12-12,2465.23,2380.12,2248.82,2524.18,92.37,56.08,80.19,73.3,54.5,52.51,
1996-12-13,2454.67,2378.61,2242.28,2512.31,91.32,55.82,79.63,72.71,54.17,52.1,
1996-12-16,2471.71,2383.06,2249.43,2532.13,92.69,56.41,80.41,73.45,54.44,52.68,
1996-12-17,2459.89,2371.11,2243.2,2519.04,91.49,56.17,79.9,73.09,53.86,52.36,
1996-12-18,2471.62,2369.26,2249.36,2532.6,92.04,56.67,80.46,73.84,54.18,52.74,
1996-12-19,2475.76,2361.03,2249.19,2538.23,91.8,57.17,81.05,74.21,54.4,53.01,
1996-12-20,2481.68,2366.66,2257.95,2543.55,92.51,57.8,81.63,74.73,54.83,53.45,
1996-12-23,2475.19,2372.01,2254.83,2535.78,92.35,57.93,81.81,74.79,54.66,53.55,
1996-12-24,2472.69,2366.78,2256.06,2532.56,92.51,57.94,81.79,74.93,54.6,53.56,
1996-12-25,2472.69,2366.78,2256.06,2532.56,92.51,57.94,81.79,74.93,54.6,53.56,
1996-12-26,2472.69,2366.78,2256.06,2532.56,92.63,58.01,81.96,75.06,54.61,53.63,
1996-12-27,2501.08,2374.88,2266.43,2565.93,92.94,58.05,82.22,75.33,55.19,53.72,
1996-12-30,2515.62,2385.36,2274.74,2582.07,93.48,58.4,83.0,76.05,55.68,54.05,
1996-12-31,2511.88,2400.97,2277.34,2576.1,93.4,58.44,83.04,76.26,55.61,54.03,
1997-01-01,2511.88,2400.97,2277.34,2576.1,93.4,58.44,83.04,76.26,55.61,54.03,
1997-01-02,2511.88,2400.97,2277.34,2576.1,92.37,57.7,82.14,75.2,54.97,53.3,
1997-01-03,2512.14,2375.85,2287.3,2575.21,93.59,58.06,83.1,75.86,55.28,53.76,
1997-01-06,2506.22,2390.77,2299.79,2564.3,94.0,58.29,83.42,76.5,55.36,53.9,
1997-01-07,2510.8,2409.01,2308.12,2567.5,93.48,58.0,83.46,76.05,55.07,53.76,
1997-01-08,2527.06,2434.11,2332.94,2581.53,93.67,58.27,84.2,76.54,55.05,54.17,
1997-01-09,2539.19,2458.21,2341.84,2593.93,93.48,58.29,84.6,76.48,55.1,54.47,
1997-01-10,2526.61,2460.7,2328.22,2580.93,93.13,58.04,84.35,75.92,54.91,54.52,
