,SPI Index,SPI19 Index,SMCI Index,SPI21 Index,MXEU0MT Index,MXEU0CS Index,MXEU0IN Index,MXEU0CD Index,MXEU0HC Index,MXEU0FN Index,EURCHF Curncy
2011-08-01,5315.45,11931.11,6838.9,5120.52,229.91,149.47,143.02,93.33,104.2,51.06,1.11122
2011-08-02,5098.89,11646.96,6554.45,4911.2,223.92,148.92,139.06,90.51,102.27,49.8,1.08771
2011-08-03,5030.26,11524.57,6425.7,4854.72,217.88,146.6,135.99,88.56,100.66,48.7,1.09772
2011-08-04,4845.24,11309.14,6159.83,4679.5,207.28,144.93,129.53,84.73,98.47,46.71,1.08447
2011-08-05,4742.83,11038.67,6064.77,4579.28,201.77,143.11,128.59,83.71,95.88,45.92,1.09541
2011-08-08,4547.76,10655.66,5774.13,4398.6,190.57,139.25,121.67,78.92,92.62,44.1,1.07245
2011-08-09,4570.98,10542.58,5812.84,4425.11,196.03,141.2,125.44,80.85,93.51,44.52,1.03852
2011-08-10,4395.38,10566.72,5643.33,4242.76,188.8,138.59,120.55,78.26,90.43,41.93,1.03632
2011-08-11,4597.72,10550.89,5799.12,4455.94,195.47,139.73,124.14,80.49,91.52,43.29,1.07682
2011-08-12,4796.12,10880.07,6030.9,4650.78,201.65,144.44,128.62,83.23,94.51,45.25,1.10857
2011-08-15,4870.52,11051.47,6177.06,4714.46,202.13,143.7,129.2,83.11,94.46,45.32,1.13481
2011-08-16,4897.38,11031.37,6094.31,4757.46,201.19,145.21,128.1,82.44,94.91,45.31,1.14334
2011-08-17,4931.69,11050.13,6087.16,4799.88,201.73,146.11,128.41,82.71,95.85,44.96,1.14018
2011-08-18,4727.2,10815.4,5835.37,4600.49,189.43,142.43,120.25,78.17,93.49,42.21,1.13416
2011-08-19,4641.39,10641.43,5792.32,4509.95,185.49,139.82,118.13,76.6,92.35,41.48,1.13026
2011-08-22,4680.95,10665.14,5825.67,4554.46,184.95,141.78,118.94,76.34,94.16,41.41,1.1347800000000001
2011-08-23,4752.33,10699.04,5877.76,4631.11,185.96,142.69,120.07,77.09,95.2,41.45,1.13861
2011-08-24,4846.2,10807.33,6015.65,4719.35,190.46,142.27,122.53,78.9,95.96,42.15,1.1443
2011-08-25,4824.77,10870.66,6020.07,4692.5,188.34,140.46,121.37,78.23,94.36,42.07,1.14299
2011-08-26,4844.58,10813.27,6019.7,4714.59,187.85,140.12,120.92,78.1,93.85,41.2,1.16899
2011-08-29,4963.52,10984.11,6207.72,4823.84,190.17,140.02,123.14,79.18,94.01,41.94,1.18567
2011-08-30,4971.48,11034.94,6233.5,4826.23,194.73,140.06,124.4,80.08,94.55,42.67,1.17973
2011-08-31,5049.37,11130.39,6383.99,4896.51,202.23,143.14,129.45,82.9,97.14,44.0,1.15872
2011-09-01,5040.13,11035.12,6292.04,4899.19,201.16,145.11,129.66,82.95,98.84,44.35,1.13526
2011-09-02,4889.19,10924.62,6145.21,4746.96,195.59,144.77,125.62,80.24,97.06,42.64,1.1201
2011-09-05,4691.06,10665.42,5889.0,4555.05,186.45,140.25,119.87,76.8,94.27,40.31,1.1099
2011-09-06,4880.64,10669.89,6030.17,4753.67,187.17,140.02,118.7,76.2,93.64,39.55,1.2043
2011-09-07,5008.87,10741.37,6222.19,4872.37,194.0,140.88,123.4,79.69,95.65,41.05,1.20925
2011-09-08,5034.15,10801.32,6246.45,4896.86,195.9,141.14,123.65,79.9,95.76,41.42,1.2163
2011-09-09,4947.29,10742.97,6128.02,4809.93,189.12,140.23,119.83,77.55,94.92,39.44,1.20683
2011-09-12,4832.64,10516.43,5998.29,4698.58,185.34,137.74,117.08,75.85,92.96,37.77,1.20397
2011-09-13,4878.81,10530.48,6039.88,4748.19,186.62,137.69,117.54,76.52,93.06,38.74,1.20384
2011-09-14,4934.46,10553.33,6126.68,4800.24,188.93,138.9,120.24,79.2,93.84,39.12,1.20269
2011-09-15,4957.27,10653.64,6209.38,4814.06,192.82,138.98,123.51,81.22,94.3,40.6,1.20451
2011-09-16,4981.49,10709.03,6289.49,4831.24,193.85,140.0,123.68,82.19,94.75,40.88,1.20861
2011-09-19,4895.18,10609.83,6168.01,4748.43,187.46,138.75,120.58,80.02,93.77,39.44,1.20567
2011-09-20,4987.19,10649.51,6216.48,4848.5,190.91,141.15,122.92,82.44,95.54,39.96,1.21527
2011-09-21,4985.93,10600.15,6197.03,4850.18,184.66,139.32,121.43,80.89,94.64,39.29,1.22645
2011-09-22,4809.88,10489.09,5959.38,4678.98,172.01,135.23,114.96,76.28,92.46,37.08,1.22421
2011-09-23,4812.81,10467.13,5944.24,4684.68,171.42,136.77,114.09,76.34,92.97,37.91,1.22199
2011-09-26,4898.05,10430.25,6014.94,4774.5,173.05,139.22,115.33,76.74,95.06,39.5,1.2193100000000001
2011-09-27,5050.99,10565.37,6225.57,4922.24,183.82,142.13,121.3,80.14,97.18,42.01,1.21864
2011-09-28,5035.58,10523.87,6216.22,4905.99,178.99,141.36,119.4,79.05,96.93,41.34,1.221
2011-09-29,5080.92,10527.53,6245.51,4954.7,177.99,141.83,121.12,78.41,97.33,42.29,1.21944
2011-09-30,5006.46,10575.97,6110.75,4886.09,174.75,141.95,118.02,76.39,97.45,41.19,1.21566
2011-10-03,4970.13,10451.25,6060.04,4851.97,172.64,142.28,116.4,75.01,97.19,40.14,1.21385
2011-10-04,4914.82,10315.78,5936.4,4805.88,166.35,140.47,112.03,72.52,95.56,38.62,1.22568
2011-10-05,4973.87,10383.3,6015.44,4863.09,174.84,141.56,116.22,75.01,96.21,40.41,1.23028
2011-10-06,5094.71,10352.24,6148.63,4985.71,183.21,143.61,120.14,77.14,97.01,42.19,1.2382900000000001
2011-10-07,5110.95,10430.36,6205.06,4996.12,184.32,143.92,121.06,78.45,97.69,42.28,1.24066
2011-10-10,5169.36,10463.03,6261.95,5055.96,188.97,144.01,124.03,80.36,98.6,43.27,1.23376
2011-10-11,5180.07,10515.04,6265.92,5067.38,188.65,143.81,123.48,80.7,98.41,43.21,1.23792
2011-10-12,5227.36,10555.1,6360.52,5109.04,193.28,144.05,126.55,82.67,98.52,44.45,1.2331699999999999
2011-10-13,5169.65,10603.31,6312.11,5048.07,189.8,144.97,125.36,82.02,97.59,43.11,1.23525
2011-10-14,5214.56,10675.22,6360.03,5093.08,191.88,145.96,127.03,82.86,97.97,43.13,1.23794
2011-10-17,5180.62,10651.5,6311.81,5060.42,188.93,145.36,125.0,81.67,97.3,42.58,1.2366
2011-10-18,5148.34,10660.76,6290.32,5025.72,187.26,144.67,125.64,81.8,97.36,42.11,1.23549
2011-10-19,5168.28,10762.53,6322.21,5043.58,186.85,145.63,125.18,81.76,97.32,42.92,1.24307
2011-10-20,5122.94,10691.01,6228.5,5004.37,182.57,145.51,122.32,81.03,97.61,41.43,1.23
2011-10-21,5210.9,10689.01,6343.33,5090.98,189.1,148.13,125.66,83.63,99.01,42.89,1.22621
2011-10-24,5253.56,10719.68,6474.76,5122.28,196.33,148.05,128.93,85.24,98.99,43.65,1.22595
2011-10-25,5184.81,10672.79,6425.85,5049.44,194.74,146.64,128.29,84.86,97.73,43.18,1.22447
2011-10-26,5178.36,10682.58,6431.23,5041.1,194.26,147.33,128.54,85.07,98.47,42.99,1.22483
2011-10-27,5297.06,10772.31,6608.2,5154.06,204.9,148.09,133.86,88.19,99.39,46.38,1.21958
2011-10-28,5317.48,10768.26,6592.1,5180.08,205.95,148.91,133.59,88.5,100.02,46.13,1.22135
2011-10-31,5211.91,10698.59,6494.21,5071.33,198.03,148.2,129.31,85.7,99.79,44.32,1.21616
2011-11-01,5077.68,10554.58,6295.01,4943.86,190.64,147.25,124.24,82.19,97.79,41.6,1.21567
2011-11-02,5099.69,10544.39,6319.79,4966.16,194.27,146.49,125.52,83.94,97.76,42.04,1.21629
2011-11-03,5161.72,10589.66,6455.54,5019.28,199.41,148.57,129.24,85.88,99.36,42.98,1.21608
2011-11-04,5153.65,10598.95,6431.79,5013.07,197.71,148.18,127.46,84.38,98.9,42.39,1.22
2011-11-07,5143.34,10564.52,6413.0,5003.97,196.37,147.49,126.07,84.24,98.19,41.97,1.23843
2011-11-08,5175.45,10621.91,6442.84,5036.69,198.5,149.01,126.74,84.43,98.6,42.52,1.23601
2011-11-09,5105.57,10577.27,6354.32,4967.95,194.94,147.98,124.11,82.99,98.15,40.91,1.23282
2011-11-10,5068.48,10575.14,6315.7,4930.12,193.49,147.28,123.6,82.69,97.76,40.74,1.23255
2011-11-11,5146.15,10570.01,6427.94,5005.14,198.21,149.74,127.46,84.54,99.13,42.19,1.23767
2011-11-14,5151.03,10563.12,6393.74,5015.58,195.4,148.2,125.87,83.85,98.91,41.44,1.23655
2011-11-15,5147.0,10526.79,6336.56,5019.09,194.87,148.95,124.57,82.79,99.39,40.72,1.24032
2011-11-16,5160.49,10492.99,6310.81,5038.64,194.3,149.05,124.68,82.26,99.64,40.63,1.23876
2011-11-17,5122.25,10468.99,6255.27,5001.99,189.8,148.33,122.71,81.06,99.11,39.8,1.23837
2011-11-18,5091.26,10475.36,6212.73,4971.72,187.08,147.4,121.26,80.47,98.39,39.57,1.23978
2011-11-21,4966.04,10305.48,6075.79,4846.42,178.48,144.7,116.92,77.65,96.18,38.12,1.23775
2011-11-22,4939.67,10273.55,6037.48,4821.3,177.67,145.36,116.2,77.24,95.51,37.59,1.23522
2011-11-23,4880.15,10225.81,5949.16,4764.63,175.7,144.1,114.14,75.76,95.53,36.77,1.22864
2011-11-24,4858.16,10196.32,5957.65,4738.15,176.48,143.39,114.9,76.03,94.22,37.03,1.2266
2011-11-25,4887.84,10170.21,5940.45,4775.29,177.69,144.11,115.46,76.43,95.08,37.25,1.23193
2011-11-28,5008.46,10215.29,6119.54,4890.63,185.26,147.13,120.46,79.68,97.38,39.39,1.22904
2011-11-29,5016.42,10241.42,6133.61,4897.71,186.82,148.24,122.21,80.04,98.06,39.67,1.22663
2011-11-30,5131.31,10375.89,6308.98,5006.03,196.79,151.04,127.93,83.65,100.84,41.27,1.22577
2011-12-01,5149.44,10337.81,6280.84,5031.37,194.31,150.64,126.88,83.05,100.69,40.95,1.23241
2011-12-02,5186.26,10376.17,6347.65,5064.67,196.82,149.76,128.0,83.82,100.8,42.38,1.23421
2011-12-05,5211.1,10446.34,6413.74,5083.82,198.96,150.41,129.35,84.19,100.36,43.24,1.23552
2011-12-06,5228.09,10409.46,6389.12,5107.34,197.99,149.98,128.24,83.46,101.16,42.98,1.24282
2011-12-07,5227.52,10436.56,6402.82,5104.53,197.15,150.89,127.87,83.15,101.64,42.7,1.23947
2011-12-08,5193.39,10372.33,6310.94,5078.06,192.4,150.92,124.77,81.4,102.23,41.47,1.23603
2011-12-09,5239.85,10438.7,6335.77,5128.09,194.48,150.76,126.77,82.59,102.63,42.42,1.23575
2011-12-12,5190.6,10347.68,6234.03,5085.62,188.87,150.98,123.93,80.89,102.32,40.78,1.23418
2011-12-13,5201.85,10341.31,6236.28,5098.46,190.29,151.6,124.71,80.86,103.56,40.56,1.23216
2011-12-14,5151.77,10280.8,6108.45,5058.34,184.84,150.24,121.44,78.81,102.67,39.48,1.2365599999999999
2011-12-15,5200.17,10232.81,6111.37,5114.73,186.19,151.0,122.37,79.38,104.57,40.08,1.22418
2011-12-16,5161.69,10254.24,6096.16,5071.83,187.39,149.41,122.77,78.71,104.05,39.93,1.22102
2011-12-19,5186.61,10344.36,6080.95,5102.07,186.38,151.5,122.43,78.72,104.74,39.83,1.21916
2011-12-20,5226.86,10362.77,6185.4,5134.38,191.78,152.52,126.21,81.07,105.29,41.08,1.21767
2011-12-21,5227.89,10338.63,6182.85,5136.16,191.11,152.15,125.18,81.06,104.97,40.82,1.221
2011-12-22,5261.82,10411.74,6239.17,5167.21,193.35,152.92,126.47,81.54,105.37,41.49,1.2220900000000001
2011-12-23,5308.95,10433.49,6283.87,5215.71,194.39,154.43,127.32,82.26,106.37,41.74,1.22227
2011-12-26,5308.95,10433.49,6283.87,5215.71,194.39,154.43,127.32,82.26,106.37,41.74,1.22261
2011-12-27,5302.1,10397.05,6273.5,5209.51,194.87,154.73,127.6,82.31,106.44,41.59,1.22092
2011-12-28,5304.9,10430.63,6256.69,5214.76,192.2,155.6,126.98,81.35,106.6,40.89,1.21986
2011-12-29,5309.59,10476.14,6271.05,5217.81,194.07,156.51,128.33,81.91,107.33,41.3,1.21863
2011-12-30,5343.52,10522.97,6306.9,5251.93,196.12,157.42,130.04,82.64,108.18,41.72,1.21679
2012-01-02,5343.52,10522.97,6306.9,5251.93,198.13,158.37,131.69,83.9,108.81,42.25,1.2153100000000001
2012-01-03,5452.77,10639.87,6465.52,5356.16,205.59,159.47,134.32,85.36,109.79,43.0,1.21688
2012-01-04,5456.56,10619.79,6442.01,5363.99,205.57,158.73,133.5,84.93,109.61,42.45,1.21862
2012-01-05,5422.2,10557.28,6351.78,5337.0,204.14,158.48,132.84,84.59,109.66,41.35,1.21831
2012-01-06,5411.09,10552.6,6325.81,5327.67,203.68,157.76,132.93,84.71,110.44,41.06,1.21499
2012-01-09,5390.35,10589.55,6324.99,5303.31,202.51,158.54,132.96,85.0,109.44,40.34,1.21335
2012-01-10,5447.56,10620.59,6378.52,5362.23,209.07,159.43,135.15,87.2,109.94,41.77,1.213
2012-01-11,5412.89,10690.72,6358.9,5323.92,209.38,157.0,135.25,87.06,109.77,42.01,1.21328
2012-01-12,5427.91,10736.08,6437.43,5330.17,210.34,154.09,135.25,87.05,109.51,42.49,1.2096
2012-01-13,5411.38,10733.42,6441.87,5310.35,210.8,153.36,135.36,86.75,108.95,42.71,1.20755
2012-01-16,5440.51,10784.61,6466.81,5340.34,212.3,153.96,136.11,88.13,110.11,43.01,1.2092100000000001
2012-01-17,5465.62,10775.42,6511.69,5363.48,215.62,154.09,137.95,89.17,110.62,43.44,1.20957
2012-01-18,5516.19,10792.14,6552.16,5416.61,216.45,154.27,138.79,89.89,110.96,43.46,1.20746
2012-01-19,5588.35,10876.3,6636.63,5488.18,218.56,153.64,140.61,90.64,110.46,45.66,1.20795
2012-01-20,5527.64,10909.82,6588.65,5423.8,217.28,154.17,139.75,90.96,108.93,45.97,1.20851
2012-01-23,5536.79,10962.08,6637.88,5427.19,218.76,153.77,140.59,91.12,108.57,46.74,1.20789
2012-01-24,5539.01,10961.17,6597.15,5435.38,217.25,154.18,139.12,90.68,108.88,46.36,1.20867
2012-01-25,5488.71,10978.28,6571.2,5380.25,216.7,154.29,138.28,90.75,107.73,46.26,1.2076500000000001
2012-01-26,5514.98,10990.06,6617.37,5404.36,222.06,154.8,140.22,92.02,108.23,46.95,1.20681
2012-01-27,5463.88,11009.56,6607.23,5346.12,219.4,153.78,138.75,90.97,106.95,46.62,1.2065
2012-01-30,5404.29,11000.5,6497.83,5291.88,216.16,153.9,136.65,90.08,106.97,45.34,1.20495
2012-01-31,5412.5,10986.19,6569.53,5291.72,216.46,153.65,137.99,90.92,107.36,45.72,1.20402
2012-02-01,5501.24,11091.42,6678.79,5378.97,222.3,155.95,141.06,93.33,107.98,47.23,1.20496
2012-02-02,5501.25,11142.56,6708.28,5374.45,226.12,154.47,141.56,93.75,107.56,47.65,1.20543
2012-02-03,5579.91,11200.8,6796.55,5453.3,229.54,157.28,144.56,95.71,108.96,48.7,1.20838
2012-02-06,5575.6,11228.95,6798.53,5447.75,228.41,157.25,143.76,95.65,109.33,48.47,1.20652
2012-02-07,5585.07,11294.79,6805.42,5457.2,225.79,157.42,142.79,94.46,109.56,48.61,1.20973
2012-02-08,5583.65,11323.42,6798.42,5456.24,224.74,156.8,142.61,93.95,108.95,48.8,1.2103
2012-02-09,5594.53,11309.08,6786.64,5470.66,225.22,157.22,142.62,94.96,109.29,48.9,1.21092
2012-02-10,5562.23,11313.7,6754.85,5437.4,220.96,157.37,141.62,94.34,109.15,47.8,1.20959
2012-02-13,5599.85,11293.11,6781.38,5477.73,223.21,158.42,142.25,95.02,110.49,48.21,1.2086000000000001
2012-02-14,5589.81,11324.25,6778.14,5466.19,220.85,158.86,142.1,94.88,110.31,47.76,1.20752
2012-02-15,5622.59,11325.73,6835.21,5496.48,220.9,159.96,143.36,95.53,110.67,48.42,1.20668
2012-02-16,5632.39,11348.65,6803.56,5512.03,221.02,161.41,142.87,95.61,110.4,48.36,1.20739
2012-02-17,5653.57,11413.87,6837.92,5531.33,222.23,161.06,144.62,96.59,109.98,48.95,1.20875
2012-02-20,5664.49,11465.37,6907.61,5533.96,226.13,161.15,146.86,97.45,109.75,49.53,1.20728
2012-02-21,5648.68,11485.15,6878.16,5519.43,225.52,160.6,145.29,96.78,109.83,49.12,1.20829
2012-02-22,5609.12,11448.42,6814.74,5482.47,223.85,159.98,144.67,96.14,109.13,48.16,1.20615
2012-02-23,5613.33,11399.74,6786.3,5491.74,223.85,159.87,144.27,95.84,109.6,47.99,1.20575
2012-02-24,5606.56,11426.76,6828.41,5477.81,224.18,158.99,145.19,96.03,108.95,48.37,1.20508
2012-02-27,5610.2,11455.95,6803.79,5485.19,224.39,159.77,144.08,95.12,108.12,47.92,1.20505
2012-02-28,5593.99,11452.02,6791.18,5468.08,225.94,159.74,144.4,95.67,107.91,48.04,1.20526
2012-02-29,5584.32,11505.48,6809.6,5453.76,223.47,160.6,145.09,95.83,107.49,48.17,1.20536
2012-03-01,5598.42,11470.09,6811.35,5470.28,225.72,162.12,146.33,96.94,108.5,48.96,1.20567
2012-03-02,5622.18,11512.84,6839.95,5493.59,224.84,161.68,145.93,97.06,108.44,49.23,1.20655
2012-03-05,5620.12,11519.87,6803.79,5496.13,219.54,162.46,144.51,96.56,108.96,48.63,1.2059199999999999
2012-03-06,5517.53,11402.8,6645.65,5399.62,212.49,160.4,139.27,93.43,107.35,46.79,1.20529
2012-03-07,5567.04,11428.26,6694.41,5450.31,214.25,160.85,140.85,94.29,107.9,47.15,1.20538
2012-03-08,5646.62,11497.42,6764.95,5532.62,218.46,162.93,144.63,96.65,108.1,48.04,1.20547
2012-03-09,5681.28,11530.4,6821.11,5564.9,221.07,164.05,145.37,97.17,109.28,47.99,1.20568
2012-03-12,5675.81,11562.72,6801.82,5560.9,219.57,164.77,145.07,97.86,109.32,47.62,1.20585
2012-03-13,5739.87,11583.48,6871.85,5625.67,224.31,166.52,147.58,99.28,110.48,49.0,1.20601
2012-03-14,5773.19,11603.62,6887.31,5662.18,222.61,165.76,147.7,100.03,110.24,49.82,1.21179
2012-03-15,5802.24,11653.61,6925.16,5690.31,224.61,165.59,149.16,100.28,110.13,50.19,1.20727
2012-03-16,5814.1,11655.1,6936.33,5702.56,226.11,166.32,149.86,100.32,109.99,50.82,1.20621
2012-03-19,5805.04,11732.48,6954.33,5688.74,225.91,165.6,149.28,99.78,110.11,50.84,1.20615
2012-03-20,5774.11,11710.17,6911.48,5658.86,220.54,164.71,146.77,97.78,110.12,50.05,1.20575
2012-03-21,5767.26,11663.91,6883.62,5655.22,220.64,165.25,146.37,98.07,110.34,49.66,1.20567
2012-03-22,5722.78,11615.25,6772.29,5619.39,215.95,164.47,144.03,97.04,109.49,48.84,1.20566
2012-03-23,5717.71,11634.74,6799.95,5609.39,217.18,164.24,144.74,97.42,108.77,48.89,1.20501
2012-03-26,5760.04,11666.04,6866.08,5649.24,218.97,166.0,146.16,98.82,109.46,49.16,1.20491
2012-03-27,5749.48,11687.82,6881.41,5634.54,218.46,165.4,145.86,98.69,109.12,49.09,1.20551
2012-03-28,5726.65,11702.23,6844.6,5612.91,213.66,164.4,144.06,97.69,109.18,48.34,1.20543
2012-03-29,5661.16,11681.83,6783.87,5545.18,212.8,163.67,142.33,95.64,107.97,47.14,1.20524
2012-03-30,5715.79,11728.64,6849.67,5599.27,216.2,164.92,144.36,97.07,108.26,47.61,1.2040899999999999
2012-04-02,5787.14,11742.16,6898.45,5675.61,220.55,167.54,146.38,98.97,110.81,47.86,1.20404
2012-04-03,5757.13,11760.07,6922.27,5637.04,217.78,166.51,145.08,98.08,110.56,46.91,1.20365
2012-04-04,5670.72,11767.47,6787.57,5555.0,211.93,164.5,140.87,95.43,109.27,45.84,1.20382
2012-04-05,5670.32,11871.13,6797.55,5552.14,214.09,164.16,141.3,95.59,109.02,45.73,1.20191
2012-04-06,5670.32,11871.13,6797.55,5552.14,214.09,164.16,141.3,95.59,109.02,45.73,1.20096
2012-04-09,5670.32,11871.13,6797.55,5552.14,214.16,164.26,141.19,95.57,109.08,45.73,1.20169
2012-04-10,5576.06,11748.65,6678.31,5460.0,207.4,161.71,137.54,93.05,107.86,44.02,1.20173
2012-04-11,5578.04,11743.0,6695.8,5459.91,209.65,162.12,139.01,94.13,107.63,44.67,1.20115
2012-04-12,5641.0,11834.45,6800.77,5517.81,214.98,163.58,141.7,95.84,108.53,45.21,1.20166
2012-04-13,5595.35,11827.18,6752.41,5471.37,211.7,162.66,138.9,93.95,107.75,43.98,1.20266
2012-04-16,5627.83,11791.7,6706.43,5516.07,212.47,164.1,139.29,94.94,109.04,43.56,1.20205
2012-04-17,5705.36,11821.6,6808.66,5591.92,217.56,166.15,142.51,96.26,110.42,45.09,1.20161
2012-04-18,5684.21,11855.52,6789.87,5569.54,216.68,167.3,140.69,95.21,110.58,44.31,1.20208
2012-04-19,5709.9,11873.26,6802.29,5597.63,215.82,167.74,140.92,94.17,110.91,43.84,1.20227
2012-04-20,5737.83,11891.95,6807.79,5629.29,217.67,167.48,141.23,94.13,112.2,44.31,1.20161
2012-04-23,5668.91,11848.57,6693.25,5565.36,210.51,165.19,136.59,91.52,110.55,43.0,1.20189
2012-04-24,5684.51,11884.74,6739.65,5576.69,211.97,165.49,138.52,92.68,110.82,43.75,1.20161
2012-04-25,5717.74,11926.45,6856.76,5598.57,216.43,165.87,140.84,94.35,110.7,44.45,1.20177
2012-04-26,5704.19,11909.91,6861.65,5582.2,216.35,166.49,140.59,95.26,110.4,44.08,1.20176
2012-04-27,5704.19,11953.32,6910.82,5574.83,218.83,166.13,142.44,96.1,110.73,44.65,1.20156
2012-04-30,5697.4,12000.99,6945.27,5561.57,215.75,165.45,140.48,95.71,110.7,44.14,1.20138
2012-05-01,5697.4,12000.99,6945.27,5561.57,217.91,166.3,141.03,95.93,110.9,44.44,1.20181
2012-05-02,5708.26,12042.32,6951.95,5572.92,216.54,166.97,140.2,96.48,110.97,43.89,1.20157
2012-05-03,5701.96,12051.76,6958.47,5564.56,214.97,167.77,140.23,97.05,111.71,43.62,1.20146
2012-05-04,5655.48,12038.03,6863.03,5523.86,208.35,166.21,137.26,94.3,110.91,43.15,1.20135
2012-05-07,5650.34,12046.06,6904.31,5511.96,209.2,167.47,138.22,94.88,110.54,43.71,1.20141
2012-05-08,5588.02,11981.26,6798.16,5454.75,203.84,165.11,135.32,92.69,109.81,42.86,1.2012
2012-05-09,5551.38,11861.97,6722.55,5423.75,204.69,165.22,135.21,93.18,109.63,42.34,1.20116
2012-05-10,5546.97,11827.2,6747.04,5415.47,205.44,164.18,135.82,92.77,108.9,43.16,1.20139
2012-05-11,5573.12,11862.01,6778.53,5441.25,205.01,166.27,135.79,93.79,109.96,42.91,1.20118
2012-05-14,5495.76,11751.33,6666.45,5367.75,200.15,164.96,132.99,92.13,108.68,41.84,1.20117
2012-05-15,5479.35,11638.59,6618.07,5356.46,197.53,165.24,132.35,92.05,108.38,41.21,1.20101
2012-05-16,5488.88,11585.34,6642.81,5364.6,196.46,163.56,131.35,92.12,108.17,40.93,1.20117
2012-05-17,5488.88,11585.34,6642.81,5364.6,193.52,162.85,130.23,90.91,107.76,40.0,1.2010399999999999
2012-05-18,5419.76,11532.74,6549.05,5297.6,191.11,161.08,128.49,88.97,107.0,39.56,1.20115
2012-05-21,5437.63,11534.27,6583.52,5313.59,192.96,160.9,129.88,89.84,107.49,39.91,1.20114
2012-05-22,5522.27,11612.82,6649.95,5402.35,197.72,161.78,133.11,91.81,108.52,41.05,1.2011
2012-05-23,5437.51,11616.87,6554.43,5316.78,191.5,160.19,129.72,89.58,106.83,39.91,1.201
2012-05-24,5467.89,11620.06,6573.43,5349.56,193.58,161.18,131.09,89.77,107.43,40.43,1.2016499999999999
2012-05-25,5477.46,11545.53,6582.74,5360.12,192.43,162.28,131.53,89.95,108.44,40.39,1.2012
2012-05-28,5477.46,11545.53,6582.74,5360.12,194.13,161.83,132.2,90.36,108.62,40.13,1.20182
2012-05-29,5525.93,11508.09,6649.56,5407.66,198.08,162.72,134.19,92.11,108.97,40.13,1.20108
2012-05-30,5504.52,11490.48,6563.81,5394.92,193.34,161.73,131.83,90.23,108.13,39.46,1.20107
2012-05-31,5456.06,11463.21,6525.62,5343.97,191.13,162.23,130.1,89.41,108.13,39.38,1.20101
2012-06-01,5386.38,11381.6,6427.46,5277.22,187.28,159.41,127.0,86.19,106.07,38.77,1.20129
2012-06-04,5325.76,11241.28,6351.59,5218.44,185.17,158.21,125.88,85.01,105.35,38.93,1.20075
2012-06-05,5329.89,11212.04,6363.74,5221.82,185.38,158.41,126.44,85.43,105.52,39.16,1.20095
2012-06-06,5429.85,11375.13,6481.24,5320.46,192.67,160.64,129.08,87.09,107.07,40.65,1.20074
2012-06-07,5476.39,11397.14,6564.25,5362.88,196.47,161.24,131.07,88.83,107.64,41.3,1.20126
2012-06-08,5471.03,11408.86,6530.5,5361.28,193.12,161.8,130.07,88.23,107.96,41.06,1.20138
2012-06-11,5473.79,11417.48,6532.82,5364.09,193.19,161.88,130.33,88.3,108.3,40.93,1.20106
2012-06-12,5507.31,11360.89,6498.92,5408.54,194.8,163.54,131.0,88.13,109.41,40.99,1.20103
2012-06-13,5532.19,11469.24,6526.34,5432.72,193.28,163.93,128.35,87.6,110.0,40.98,1.20092
2012-06-14,5495.71,11359.68,6468.96,5399.12,191.31,163.7,127.64,86.76,109.89,41.12,1.20111
2012-06-15,5503.45,11373.98,6501.78,5403.56,194.19,163.22,129.25,87.59,109.84,41.84,1.20101
2012-06-18,5525.39,11352.28,6527.78,5425.71,195.22,164.36,129.79,88.45,110.73,41.31,1.20095
2012-06-19,5609.65,11417.69,6607.2,5512.13,198.68,164.22,131.83,90.25,112.74,42.33,1.20086
2012-06-20,5603.35,11455.29,6645.37,5499.36,199.94,163.73,133.28,91.08,112.27,42.92,1.20085
2012-06-21,5594.09,11426.63,6630.97,5490.82,196.29,164.04,132.42,90.66,112.88,42.72,1.20098
2012-06-22,5567.84,11467.17,6565.42,5468.82,192.11,163.97,130.92,89.25,112.68,42.6,1.20097
2012-06-25,5522.13,11415.39,6495.55,5425.68,188.15,163.44,128.45,87.86,111.77,41.5,1.20093
2012-06-26,5528.14,11331.86,6468.61,5437.0,188.99,163.99,127.21,87.69,112.38,41.3,1.20107
2012-06-27,5564.79,11304.85,6503.68,5475.01,189.75,165.8,128.83,88.61,113.23,42.17,1.20109
2012-06-28,5551.89,11299.19,6448.14,5467.57,188.97,165.36,128.37,88.21,112.71,41.46,1.20117
2012-06-29,5633.27,11415.73,6600.49,5540.39,195.38,167.75,133.65,90.82,114.06,43.02,1.20118
2012-07-02,5672.69,11390.53,6629.5,5580.65,197.7,170.33,135.44,91.84,115.52,43.78,1.20116
2012-07-03,5751.33,11450.08,6716.93,5659.51,201.65,172.24,136.86,92.92,116.45,44.13,1.20107
2012-07-04,5757.79,11458.1,6744.87,5664.95,202.02,172.35,137.43,93.24,116.66,43.93,1.2013
2012-07-05,5758.66,11477.22,6744.38,5665.86,201.87,172.71,137.37,93.36,116.83,43.54,1.2010399999999999
2012-07-06,5736.32,11466.88,6684.77,5648.03,199.3,173.36,135.2,91.81,116.85,42.81,1.20093
2012-07-09,5714.68,11488.91,6656.16,5626.59,197.18,172.53,135.15,91.1,117.06,42.63,1.2009400000000001
2012-07-10,5744.14,11476.44,6719.11,5652.41,198.45,174.48,136.83,92.21,117.07,42.99,1.20085
